"Notes"	"County"	"County Code"	"Weekday"	"Weekday Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"St. Clair County, MI"	"26147"	"Friday"	"6"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"St. Clair County, MI"	"26147"	"Saturday"	"7"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Washtenaw County, MI"	"26161"	"Tuesday"	"3"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Washtenaw County, MI"	"26161"	"Thursday"	"5"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Washtenaw County, MI"	"26161"	"Saturday"	"7"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Wayne County, MI"	"26163"	"Sunday"	"1"	57	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0407%
	"Wayne County, MI"	"26163"	"Monday"	"2"	55	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0392%
	"Wayne County, MI"	"26163"	"Tuesday"	"3"	62	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0442%
	"Wayne County, MI"	"26163"	"Wednesday"	"4"	61	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0435%
	"Wayne County, MI"	"26163"	"Thursday"	"5"	64	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0457%
	"Wayne County, MI"	"26163"	"Friday"	"6"	64	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0457%
	"Wayne County, MI"	"26163"	"Saturday"	"7"	90	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0642%
	"Anoka County, MN"	"27003"	"Sunday"	"1"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0114%
	"Anoka County, MN"	"27003"	"Monday"	"2"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Anoka County, MN"	"27003"	"Tuesday"	"3"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0114%
	"Anoka County, MN"	"27003"	"Thursday"	"5"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0114%
	"Anoka County, MN"	"27003"	"Friday"	"6"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0114%
	"Anoka County, MN"	"27003"	"Saturday"	"7"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0150%
	"Beltrami County, MN"	"27007"	"Saturday"	"7"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Dakota County, MN"	"27037"	"Monday"	"2"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Dakota County, MN"	"27037"	"Wednesday"	"4"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0107%
	"Dakota County, MN"	"27037"	"Friday"	"6"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Dakota County, MN"	"27037"	"Saturday"	"7"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Hennepin County, MN"	"27053"	"Sunday"	"1"	63	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0449%
	"Hennepin County, MN"	"27053"	"Monday"	"2"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0478%
	"Hennepin County, MN"	"27053"	"Tuesday"	"3"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0514%
	"Hennepin County, MN"	"27053"	"Wednesday"	"4"	68	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0485%
	"Hennepin County, MN"	"27053"	"Thursday"	"5"	65	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0464%
	"Hennepin County, MN"	"27053"	"Friday"	"6"	68	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0485%
	"Hennepin County, MN"	"27053"	"Saturday"	"7"	91	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0649%
	"Ramsey County, MN"	"27123"	"Sunday"	"1"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0250%
	"Ramsey County, MN"	"27123"	"Monday"	"2"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0278%
	"Ramsey County, MN"	"27123"	"Tuesday"	"3"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0235%
	"Ramsey County, MN"	"27123"	"Wednesday"	"4"	41	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0293%
	"Ramsey County, MN"	"27123"	"Thursday"	"5"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0300%
	"Ramsey County, MN"	"27123"	"Friday"	"6"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0278%
	"Ramsey County, MN"	"27123"	"Saturday"	"7"	41	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0293%
	"St. Louis County, MN"	"27137"	"Sunday"	"1"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0114%
	"St. Louis County, MN"	"27137"	"Monday"	"2"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0150%
	"St. Louis County, MN"	"27137"	"Tuesday"	"3"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"St. Louis County, MN"	"27137"	"Wednesday"	"4"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0107%
	"St. Louis County, MN"	"27137"	"Thursday"	"5"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"St. Louis County, MN"	"27137"	"Friday"	"6"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0107%
	"St. Louis County, MN"	"27137"	"Saturday"	"7"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"Stearns County, MN"	"27145"	"Wednesday"	"4"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Washington County, MN"	"27163"	"Sunday"	"1"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Washington County, MN"	"27163"	"Monday"	"2"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Washington County, MN"	"27163"	"Tuesday"	"3"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Washington County, MN"	"27163"	"Wednesday"	"4"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Washington County, MN"	"27163"	"Friday"	"6"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"DeSoto County, MS"	"28033"	"Monday"	"2"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"DeSoto County, MS"	"28033"	"Tuesday"	"3"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0114%
	"DeSoto County, MS"	"28033"	"Wednesday"	"4"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0150%
	"DeSoto County, MS"	"28033"	"Thursday"	"5"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0121%
	"DeSoto County, MS"	"28033"	"Friday"	"6"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"DeSoto County, MS"	"28033"	"Saturday"	"7"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0121%
	"Harrison County, MS"	"28047"	"Sunday"	"1"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0107%
	"Harrison County, MS"	"28047"	"Tuesday"	"3"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0143%
	"Harrison County, MS"	"28047"	"Wednesday"	"4"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0157%
	"Harrison County, MS"	"28047"	"Thursday"	"5"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Harrison County, MS"	"28047"	"Friday"	"6"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Harrison County, MS"	"28047"	"Saturday"	"7"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0136%
	"Hinds County, MS"	"28049"	"Friday"	"6"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0121%
	"Hinds County, MS"	"28049"	"Saturday"	"7"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"Jackson County, MS"	"28059"	"Sunday"	"1"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0107%
	"Jackson County, MS"	"28059"	"Monday"	"2"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0164%
	"Jackson County, MS"	"28059"	"Tuesday"	"3"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Jackson County, MS"	"28059"	"Wednesday"	"4"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0143%
	"Jackson County, MS"	"28059"	"Thursday"	"5"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0121%
	"Jackson County, MS"	"28059"	"Friday"	"6"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0143%
	"Jackson County, MS"	"28059"	"Saturday"	"7"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0171%
	"Pearl River County, MS"	"28109"	"Tuesday"	"3"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Rankin County, MS"	"28121"	"Tuesday"	"3"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Rankin County, MS"	"28121"	"Thursday"	"5"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Boone County, MO"	"29019"	"Sunday"	"1"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"Boone County, MO"	"29019"	"Wednesday"	"4"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Boone County, MO"	"29019"	"Thursday"	"5"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Boone County, MO"	"29019"	"Friday"	"6"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Clay County, MO"	"29047"	"Sunday"	"1"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"Clay County, MO"	"29047"	"Wednesday"	"4"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Clay County, MO"	"29047"	"Thursday"	"5"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Franklin County, MO"	"29071"	"Sunday"	"1"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Franklin County, MO"	"29071"	"Monday"	"2"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Franklin County, MO"	"29071"	"Tuesday"	"3"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Franklin County, MO"	"29071"	"Thursday"	"5"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Franklin County, MO"	"29071"	"Friday"	"6"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Greene County, MO"	"29077"	"Sunday"	"1"	32	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0228%
	"Greene County, MO"	"29077"	"Monday"	"2"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0114%
	"Greene County, MO"	"29077"	"Tuesday"	"3"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0164%
	"Greene County, MO"	"29077"	"Wednesday"	"4"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0143%
	"Greene County, MO"	"29077"	"Thursday"	"5"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0171%
	"Greene County, MO"	"29077"	"Friday"	"6"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0178%
	"Greene County, MO"	"29077"	"Saturday"	"7"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0178%
	"Jackson County, MO"	"29095"	"Sunday"	"1"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0300%
	"Jackson County, MO"	"29095"	"Monday"	"2"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0278%
	"Jackson County, MO"	"29095"	"Tuesday"	"3"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0136%
	"Jackson County, MO"	"29095"	"Wednesday"	"4"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0178%
	"Jackson County, MO"	"29095"	"Thursday"	"5"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0250%
	"Jackson County, MO"	"29095"	"Friday"	"6"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0257%
	"Jackson County, MO"	"29095"	"Saturday"	"7"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0250%
	"Jefferson County, MO"	"29099"	"Sunday"	"1"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0150%
	"Jefferson County, MO"	"29099"	"Monday"	"2"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0136%
	"Jefferson County, MO"	"29099"	"Tuesday"	"3"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0143%
	"Jefferson County, MO"	"29099"	"Wednesday"	"4"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0200%
	"Jefferson County, MO"	"29099"	"Thursday"	"5"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0171%
	"Jefferson County, MO"	"29099"	"Friday"	"6"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0171%
	"Jefferson County, MO"	"29099"	"Saturday"	"7"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0200%
	"Pulaski County, MO"	"29169"	"Saturday"	"7"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"St. Charles County, MO"	"29183"	"Sunday"	"1"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0107%
	"St. Charles County, MO"	"29183"	"Monday"	"2"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0136%
	"St. Charles County, MO"	"29183"	"Tuesday"	"3"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0136%
	"St. Charles County, MO"	"29183"	"Wednesday"	"4"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0143%
	"St. Charles County, MO"	"29183"	"Thursday"	"5"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0121%
	"St. Charles County, MO"	"29183"	"Friday"	"6"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0243%
	"St. Charles County, MO"	"29183"	"Saturday"	"7"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0136%
	"St. Francois County, MO"	"29187"	"Wednesday"	"4"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"St. Francois County, MO"	"29187"	"Saturday"	"7"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"St. Louis County, MO"	"29189"	"Sunday"	"1"	61	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0435%
	"St. Louis County, MO"	"29189"	"Monday"	"2"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0421%
	"St. Louis County, MO"	"29189"	"Tuesday"	"3"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0350%
	"St. Louis County, MO"	"29189"	"Wednesday"	"4"	50	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0357%
	"St. Louis County, MO"	"29189"	"Thursday"	"5"	60	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0428%
	"St. Louis County, MO"	"29189"	"Friday"	"6"	60	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0428%
	"St. Louis County, MO"	"29189"	"Saturday"	"7"	38	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0271%
	"St. Louis city, MO"	"29510"	"Sunday"	"1"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0200%
	"St. Louis city, MO"	"29510"	"Monday"	"2"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"St. Louis city, MO"	"29510"	"Tuesday"	"3"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0136%
	"St. Louis city, MO"	"29510"	"Wednesday"	"4"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"St. Louis city, MO"	"29510"	"Thursday"	"5"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0114%
	"St. Louis city, MO"	"29510"	"Friday"	"6"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"St. Louis city, MO"	"29510"	"Saturday"	"7"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"Missoula County, MT"	"30063"	"Tuesday"	"3"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Yellowstone County, MT"	"30111"	"Tuesday"	"3"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Yellowstone County, MT"	"30111"	"Wednesday"	"4"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Yellowstone County, MT"	"30111"	"Thursday"	"5"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Douglas County, NE"	"31055"	"Sunday"	"1"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0143%
	"Douglas County, NE"	"31055"	"Monday"	"2"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0178%
	"Douglas County, NE"	"31055"	"Tuesday"	"3"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0143%
	"Douglas County, NE"	"31055"	"Wednesday"	"4"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0128%
	"Douglas County, NE"	"31055"	"Thursday"	"5"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0128%
	"Douglas County, NE"	"31055"	"Friday"	"6"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0157%
	"Douglas County, NE"	"31055"	"Saturday"	"7"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0207%
	"Lancaster County, NE"	"31109"	"Sunday"	"1"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Lancaster County, NE"	"31109"	"Tuesday"	"3"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"Lancaster County, NE"	"31109"	"Thursday"	"5"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Lancaster County, NE"	"31109"	"Saturday"	"7"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"Sarpy County, NE"	"31153"	"Tuesday"	"3"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Clark County, NV"	"32003"	"Sunday"	"1"	135	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0963%
	"Clark County, NV"	"32003"	"Monday"	"2"	116	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0828%
	"Clark County, NV"	"32003"	"Tuesday"	"3"	120	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0856%
	"Clark County, NV"	"32003"	"Wednesday"	"4"	98	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0699%
	"Clark County, NV"	"32003"	"Thursday"	"5"	135	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0963%
	"Clark County, NV"	"32003"	"Friday"	"6"	138	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0985%
	"Clark County, NV"	"32003"	"Saturday"	"7"	131	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0935%
	"Washoe County, NV"	"32031"	"Sunday"	"1"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0307%
	"Washoe County, NV"	"32031"	"Monday"	"2"	57	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0407%
	"Washoe County, NV"	"32031"	"Tuesday"	"3"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0250%
	"Washoe County, NV"	"32031"	"Wednesday"	"4"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0235%
	"Washoe County, NV"	"32031"	"Thursday"	"5"	51	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0364%
	"Washoe County, NV"	"32031"	"Friday"	"6"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0314%
	"Washoe County, NV"	"32031"	"Saturday"	"7"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0350%
	"Hillsborough County, NH"	"33011"	"Sunday"	"1"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0150%
	"Hillsborough County, NH"	"33011"	"Monday"	"2"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0128%
	"Hillsborough County, NH"	"33011"	"Tuesday"	"3"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Hillsborough County, NH"	"33011"	"Wednesday"	"4"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0121%
	"Hillsborough County, NH"	"33011"	"Thursday"	"5"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0121%
	"Hillsborough County, NH"	"33011"	"Friday"	"6"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0143%
	"Hillsborough County, NH"	"33011"	"Saturday"	"7"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0185%
	"Merrimack County, NH"	"33013"	"Saturday"	"7"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Rockingham County, NH"	"33015"	"Thursday"	"5"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0107%
	"Rockingham County, NH"	"33015"	"Saturday"	"7"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Strafford County, NH"	"33017"	"Wednesday"	"4"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Strafford County, NH"	"33017"	"Thursday"	"5"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Strafford County, NH"	"33017"	"Friday"	"6"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Strafford County, NH"	"33017"	"Saturday"	"7"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Atlantic County, NJ"	"34001"	"Sunday"	"1"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0200%
	"Atlantic County, NJ"	"34001"	"Monday"	"2"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0121%
	"Atlantic County, NJ"	"34001"	"Tuesday"	"3"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0121%
	"Atlantic County, NJ"	"34001"	"Wednesday"	"4"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0143%
	"Atlantic County, NJ"	"34001"	"Thursday"	"5"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0164%
	"Atlantic County, NJ"	"34001"	"Friday"	"6"	32	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0228%
	"Atlantic County, NJ"	"34001"	"Saturday"	"7"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0136%
	"Bergen County, NJ"	"34003"	"Sunday"	"1"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0250%
	"Bergen County, NJ"	"34003"	"Monday"	"2"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0214%
	"Bergen County, NJ"	"34003"	"Tuesday"	"3"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0221%
	"Bergen County, NJ"	"34003"	"Wednesday"	"4"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0178%
	"Bergen County, NJ"	"34003"	"Thursday"	"5"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0264%
	"Bergen County, NJ"	"34003"	"Friday"	"6"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0307%
	"Bergen County, NJ"	"34003"	"Saturday"	"7"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0257%
	"Burlington County, NJ"	"34005"	"Sunday"	"1"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0171%
	"Burlington County, NJ"	"34005"	"Monday"	"2"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0200%
	"Burlington County, NJ"	"34005"	"Tuesday"	"3"	40	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0285%
	"Burlington County, NJ"	"34005"	"Wednesday"	"4"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0214%
	"Burlington County, NJ"	"34005"	"Thursday"	"5"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0193%
