"Notes"	"County"	"County Code"	"Weekday"	"Weekday Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Baldwin County, AL"	"01003"	"Sunday"	"1"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0121%
	"Baldwin County, AL"	"01003"	"Monday"	"2"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Baldwin County, AL"	"01003"	"Tuesday"	"3"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Baldwin County, AL"	"01003"	"Wednesday"	"4"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Baldwin County, AL"	"01003"	"Thursday"	"5"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0107%
	"Baldwin County, AL"	"01003"	"Friday"	"6"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Baldwin County, AL"	"01003"	"Saturday"	"7"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Calhoun County, AL"	"01015"	"Sunday"	"1"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Calhoun County, AL"	"01015"	"Tuesday"	"3"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Calhoun County, AL"	"01015"	"Thursday"	"5"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Etowah County, AL"	"01055"	"Thursday"	"5"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Etowah County, AL"	"01055"	"Saturday"	"7"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Jefferson County, AL"	"01073"	"Sunday"	"1"	58	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0414%
	"Jefferson County, AL"	"01073"	"Monday"	"2"	56	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0400%
	"Jefferson County, AL"	"01073"	"Tuesday"	"3"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0350%
	"Jefferson County, AL"	"01073"	"Wednesday"	"4"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0264%
	"Jefferson County, AL"	"01073"	"Thursday"	"5"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0314%
	"Jefferson County, AL"	"01073"	"Friday"	"6"	46	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0328%
	"Jefferson County, AL"	"01073"	"Saturday"	"7"	63	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0449%
	"Madison County, AL"	"01089"	"Sunday"	"1"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0221%
	"Madison County, AL"	"01089"	"Monday"	"2"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0143%
	"Madison County, AL"	"01089"	"Tuesday"	"3"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0164%
	"Madison County, AL"	"01089"	"Wednesday"	"4"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0164%
	"Madison County, AL"	"01089"	"Thursday"	"5"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0193%
	"Madison County, AL"	"01089"	"Friday"	"6"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0136%
	"Madison County, AL"	"01089"	"Saturday"	"7"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0164%
	"Marshall County, AL"	"01095"	"Saturday"	"7"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Mobile County, AL"	"01097"	"Sunday"	"1"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0157%
	"Mobile County, AL"	"01097"	"Monday"	"2"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0150%
	"Mobile County, AL"	"01097"	"Tuesday"	"3"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Mobile County, AL"	"01097"	"Wednesday"	"4"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0150%
	"Mobile County, AL"	"01097"	"Thursday"	"5"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0178%
	"Mobile County, AL"	"01097"	"Friday"	"6"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0121%
	"Mobile County, AL"	"01097"	"Saturday"	"7"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0128%
	"Montgomery County, AL"	"01101"	"Sunday"	"1"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Montgomery County, AL"	"01101"	"Wednesday"	"4"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Montgomery County, AL"	"01101"	"Saturday"	"7"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Morgan County, AL"	"01103"	"Sunday"	"1"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"St. Clair County, AL"	"01115"	"Sunday"	"1"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"St. Clair County, AL"	"01115"	"Monday"	"2"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Shelby County, AL"	"01117"	"Sunday"	"1"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Shelby County, AL"	"01117"	"Monday"	"2"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Shelby County, AL"	"01117"	"Tuesday"	"3"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Shelby County, AL"	"01117"	"Wednesday"	"4"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Tuscaloosa County, AL"	"01125"	"Sunday"	"1"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0114%
	"Tuscaloosa County, AL"	"01125"	"Monday"	"2"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"Tuscaloosa County, AL"	"01125"	"Tuesday"	"3"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Tuscaloosa County, AL"	"01125"	"Wednesday"	"4"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Tuscaloosa County, AL"	"01125"	"Saturday"	"7"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Walker County, AL"	"01127"	"Sunday"	"1"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Walker County, AL"	"01127"	"Saturday"	"7"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"Anchorage Borough, AK"	"02020"	"Sunday"	"1"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0157%
	"Anchorage Borough, AK"	"02020"	"Monday"	"2"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0178%
	"Anchorage Borough, AK"	"02020"	"Tuesday"	"3"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0150%
	"Anchorage Borough, AK"	"02020"	"Wednesday"	"4"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0150%
	"Anchorage Borough, AK"	"02020"	"Thursday"	"5"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0171%
	"Anchorage Borough, AK"	"02020"	"Friday"	"6"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0193%
	"Anchorage Borough, AK"	"02020"	"Saturday"	"7"	38	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0271%
	"Matanuska-Susitna Borough, AK"	"02170"	"Friday"	"6"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Coconino County, AZ"	"04005"	"Friday"	"6"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Maricopa County, AZ"	"04013"	"Sunday"	"1"	340	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2426%
	"Maricopa County, AZ"	"04013"	"Monday"	"2"	379	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2704%
	"Maricopa County, AZ"	"04013"	"Tuesday"	"3"	355	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2533%
	"Maricopa County, AZ"	"04013"	"Wednesday"	"4"	302	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2155%
	"Maricopa County, AZ"	"04013"	"Thursday"	"5"	352	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2511%
	"Maricopa County, AZ"	"04013"	"Friday"	"6"	336	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2397%
	"Maricopa County, AZ"	"04013"	"Saturday"	"7"	357	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2547%
	"Mohave County, AZ"	"04015"	"Sunday"	"1"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Mohave County, AZ"	"04015"	"Monday"	"2"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Mohave County, AZ"	"04015"	"Wednesday"	"4"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0107%
	"Mohave County, AZ"	"04015"	"Thursday"	"5"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0107%
	"Mohave County, AZ"	"04015"	"Friday"	"6"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Navajo County, AZ"	"04017"	"Monday"	"2"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Navajo County, AZ"	"04017"	"Thursday"	"5"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Navajo County, AZ"	"04017"	"Saturday"	"7"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Pima County, AZ"	"04019"	"Sunday"	"1"	71	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0507%
	"Pima County, AZ"	"04019"	"Monday"	"2"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0542%
	"Pima County, AZ"	"04019"	"Tuesday"	"3"	69	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0492%
	"Pima County, AZ"	"04019"	"Wednesday"	"4"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0478%
	"Pima County, AZ"	"04019"	"Thursday"	"5"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0385%
	"Pima County, AZ"	"04019"	"Friday"	"6"	60	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0428%
	"Pima County, AZ"	"04019"	"Saturday"	"7"	71	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0507%
	"Pinal County, AZ"	"04021"	"Sunday"	"1"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0157%
	"Pinal County, AZ"	"04021"	"Monday"	"2"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0107%
	"Pinal County, AZ"	"04021"	"Tuesday"	"3"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0185%
	"Pinal County, AZ"	"04021"	"Wednesday"	"4"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0121%
	"Pinal County, AZ"	"04021"	"Thursday"	"5"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0164%
	"Pinal County, AZ"	"04021"	"Friday"	"6"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0107%
	"Pinal County, AZ"	"04021"	"Saturday"	"7"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0121%
	"Yavapai County, AZ"	"04025"	"Sunday"	"1"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"Yavapai County, AZ"	"04025"	"Monday"	"2"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0121%
	"Yavapai County, AZ"	"04025"	"Tuesday"	"3"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Yavapai County, AZ"	"04025"	"Wednesday"	"4"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Yavapai County, AZ"	"04025"	"Thursday"	"5"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0114%
	"Yavapai County, AZ"	"04025"	"Friday"	"6"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0114%
	"Yavapai County, AZ"	"04025"	"Saturday"	"7"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0207%
	"Yuma County, AZ"	"04027"	"Sunday"	"1"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0243%
	"Yuma County, AZ"	"04027"	"Monday"	"2"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0121%
	"Yuma County, AZ"	"04027"	"Tuesday"	"3"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0136%
	"Yuma County, AZ"	"04027"	"Wednesday"	"4"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0128%
	"Yuma County, AZ"	"04027"	"Thursday"	"5"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0143%
	"Yuma County, AZ"	"04027"	"Friday"	"6"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0136%
	"Yuma County, AZ"	"04027"	"Saturday"	"7"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0185%
	"Benton County, AR"	"05007"	"Sunday"	"1"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Benton County, AR"	"05007"	"Monday"	"2"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0157%
	"Benton County, AR"	"05007"	"Tuesday"	"3"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Benton County, AR"	"05007"	"Wednesday"	"4"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0114%
	"Benton County, AR"	"05007"	"Thursday"	"5"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Benton County, AR"	"05007"	"Friday"	"6"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Benton County, AR"	"05007"	"Saturday"	"7"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0114%
	"Pulaski County, AR"	"05119"	"Sunday"	"1"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0128%
	"Pulaski County, AR"	"05119"	"Monday"	"2"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0235%
	"Pulaski County, AR"	"05119"	"Tuesday"	"3"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0250%
	"Pulaski County, AR"	"05119"	"Wednesday"	"4"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0157%
	"Pulaski County, AR"	"05119"	"Thursday"	"5"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0193%
	"Pulaski County, AR"	"05119"	"Friday"	"6"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0235%
	"Pulaski County, AR"	"05119"	"Saturday"	"7"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0143%
	"Saline County, AR"	"05125"	"Tuesday"	"3"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Saline County, AR"	"05125"	"Friday"	"6"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Sebastian County, AR"	"05131"	"Saturday"	"7"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Alameda County, CA"	"06001"	"Sunday"	"1"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0542%
	"Alameda County, CA"	"06001"	"Monday"	"2"	92	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0656%
	"Alameda County, CA"	"06001"	"Tuesday"	"3"	73	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0521%
	"Alameda County, CA"	"06001"	"Wednesday"	"4"	81	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0578%
	"Alameda County, CA"	"06001"	"Thursday"	"5"	73	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0521%
	"Alameda County, CA"	"06001"	"Friday"	"6"	78	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0556%
	"Alameda County, CA"	"06001"	"Saturday"	"7"	91	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0649%
	"Butte County, CA"	"06007"	"Tuesday"	"3"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0107%
	"Butte County, CA"	"06007"	"Wednesday"	"4"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0136%
	"Butte County, CA"	"06007"	"Thursday"	"5"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Butte County, CA"	"06007"	"Friday"	"6"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0107%
	"Butte County, CA"	"06007"	"Saturday"	"7"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0128%
	"Contra Costa County, CA"	"06013"	"Sunday"	"1"	80	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0571%
	"Contra Costa County, CA"	"06013"	"Monday"	"2"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0314%
	"Contra Costa County, CA"	"06013"	"Tuesday"	"3"	51	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0364%
	"Contra Costa County, CA"	"06013"	"Wednesday"	"4"	57	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0407%
	"Contra Costa County, CA"	"06013"	"Thursday"	"5"	70	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0499%
	"Contra Costa County, CA"	"06013"	"Friday"	"6"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0421%
	"Contra Costa County, CA"	"06013"	"Saturday"	"7"	69	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0492%
	"El Dorado County, CA"	"06017"	"Sunday"	"1"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0114%
	"El Dorado County, CA"	"06017"	"Tuesday"	"3"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0128%
	"El Dorado County, CA"	"06017"	"Wednesday"	"4"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"El Dorado County, CA"	"06017"	"Thursday"	"5"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0107%
	"El Dorado County, CA"	"06017"	"Friday"	"6"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"El Dorado County, CA"	"06017"	"Saturday"	"7"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Fresno County, CA"	"06019"	"Sunday"	"1"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0143%
	"Fresno County, CA"	"06019"	"Monday"	"2"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0143%
	"Fresno County, CA"	"06019"	"Tuesday"	"3"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0157%
	"Fresno County, CA"	"06019"	"Wednesday"	"4"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0150%
	"Fresno County, CA"	"06019"	"Thursday"	"5"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0143%
	"Fresno County, CA"	"06019"	"Friday"	"6"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0143%
	"Fresno County, CA"	"06019"	"Saturday"	"7"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0128%
	"Humboldt County, CA"	"06023"	"Sunday"	"1"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0121%
	"Humboldt County, CA"	"06023"	"Friday"	"6"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"Imperial County, CA"	"06025"	"Sunday"	"1"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"Imperial County, CA"	"06025"	"Monday"	"2"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Imperial County, CA"	"06025"	"Tuesday"	"3"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"Imperial County, CA"	"06025"	"Thursday"	"5"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Imperial County, CA"	"06025"	"Friday"	"6"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Imperial County, CA"	"06025"	"Saturday"	"7"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Kern County, CA"	"06029"	"Sunday"	"1"	78	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0556%
	"Kern County, CA"	"06029"	"Monday"	"2"	77	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0549%
	"Kern County, CA"	"06029"	"Tuesday"	"3"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0514%
	"Kern County, CA"	"06029"	"Wednesday"	"4"	65	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0464%
	"Kern County, CA"	"06029"	"Thursday"	"5"	73	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0521%
	"Kern County, CA"	"06029"	"Friday"	"6"	69	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0492%
	"Kern County, CA"	"06029"	"Saturday"	"7"	75	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0535%
	"Kings County, CA"	"06031"	"Thursday"	"5"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0071%
	"Lake County, CA"	"06033"	"Sunday"	"1"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0128%
	"Lake County, CA"	"06033"	"Tuesday"	"3"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0107%
	"Lake County, CA"	"06033"	"Wednesday"	"4"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
	"Lake County, CA"	"06033"	"Thursday"	"5"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0121%
	"Lake County, CA"	"06033"	"Friday"	"6"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Los Angeles County, CA"	"06037"	"Sunday"	"1"	400	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2854%
	"Los Angeles County, CA"	"06037"	"Monday"	"2"	400	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2854%
	"Los Angeles County, CA"	"06037"	"Tuesday"	"3"	364	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2597%
	"Los Angeles County, CA"	"06037"	"Wednesday"	"4"	345	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2461%
	"Los Angeles County, CA"	"06037"	"Thursday"	"5"	357	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2547%
	"Los Angeles County, CA"	"06037"	"Friday"	"6"	398	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2840%
	"Los Angeles County, CA"	"06037"	"Saturday"	"7"	410	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2925%
	"Madera County, CA"	"06039"	"Friday"	"6"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Marin County, CA"	"06041"	"Sunday"	"1"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Marin County, CA"	"06041"	"Monday"	"2"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Marin County, CA"	"06041"	"Tuesday"	"3"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Marin County, CA"	"06041"	"Wednesday"	"4"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0086%
	"Marin County, CA"	"06041"	"Thursday"	"5"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Marin County, CA"	"06041"	"Saturday"	"7"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0107%
	"Mendocino County, CA"	"06045"	"Sunday"	"1"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Mendocino County, CA"	"06045"	"Monday"	"2"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0078%
	"Mendocino County, CA"	"06045"	"Tuesday"	"3"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0114%
	"Mendocino County, CA"	"06045"	"Wednesday"	"4"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0093%
	"Mendocino County, CA"	"06045"	"Thursday"	"5"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0114%
	"Mendocino County, CA"	"06045"	"Friday"	"6"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0100%
