,latitude,longitude,ch4,time
6328,36.06,-28.53,1876.26,1562845287.0
6329,36.33,-30.29,1847.79,1562845288.0
6330,35.04,-25.53,1856.27,1562845294.0
6331,35.14,-26.05,1852.24,1562845294.0
6332,35.23,-26.56,1853.76,1562845294.0
6333,35.5,-28.13,1868.67,1562845295.0
6334,35.59,-28.66,1863.48,1562845295.0
6335,35.68,-29.22,1859.46,1562845295.0
6336,35.95,-31.05,1850.45,1562845296.0
6337,34.57,-25.67,1843.61,1562845302.0
6338,34.77,-26.71,1877.35,1562845302.0
6339,34.86,-27.22,1854.1,1562845302.0
6340,35.03,-28.26,1858.14,1562845303.0
6341,35.12,-28.79,1860.32,1562845303.0
6342,35.3,-29.92,1866.5,1562845303.0
6343,34.3,-26.85,1852.72,1562845310.0
6344,34.65,-28.92,1871.41,1562845311.0
6345,35.11,-31.97,1883.89,1562845312.0
6346,33.83,-26.98,1849.91,1562845318.0
6347,34.18,-29.05,1839.82,1562845319.0
6348,33.36,-27.12,1871.4,1562845326.0
6349,33.45,-27.63,1861.26,1562845326.0
6350,34.08,-31.51,1859.59,1562845328.0
6351,32.9,-27.26,1843.32,1562845334.0
6352,32.99,-27.76,1840.14,1562845334.0
6353,33.16,-28.78,1843.4,1562845335.0
6354,33.34,-29.84,1849.54,1562845335.0
6355,33.52,-31.0,1848.96,1562845336.0
6356,33.61,-31.62,1842.79,1562845336.0
6357,32.43,-27.4,1856.89,1562845342.0
6358,32.52,-27.89,1845.86,1562845342.0
6359,32.61,-28.4,1863.3,1562845343.0
6360,32.69,-28.91,1852.75,1562845343.0
6361,32.78,-29.43,1853.65,1562845343.0
6362,32.87,-29.96,1840.2,1562845343.0
6363,32.96,-30.52,1860.8,1562845343.0
6364,31.96,-27.53,1863.81,1562845350.0
6365,32.05,-28.03,1865.62,1562845350.0
6366,32.14,-28.53,1874.66,1562845351.0
6367,32.31,-29.55,1864.62,1562845351.0
6368,32.49,-30.64,1883.5,1562845351.0
6369,31.49,-27.66,1841.72,1562845358.0
6370,32.02,-30.76,1868.51,1562845359.0
6371,31.37,-29.8,1872.0,1562845367.0
6372,31.46,-30.33,1866.08,1562845367.0
6373,31.55,-30.88,1873.72,1562845367.0
6374,30.65,-28.42,1873.75,1562845374.0
6375,30.91,-29.92,1868.4,1562845375.0
6376,30.99,-30.45,1876.71,1562845375.0
6377,30.44,-30.04,1864.46,1562845383.0
6378,30.8,-32.29,1866.89,1562845384.0
6379,29.62,-28.19,1856.21,1562845390.0
6380,29.88,-29.65,1882.78,1562845391.0
6381,30.23,-31.79,1866.24,1562845392.0
6382,30.33,-32.4,1881.06,1562845392.0
6383,30.43,-33.05,1879.67,1562845392.0
6384,29.77,-31.91,1879.65,1562845400.0
6385,29.86,-32.51,1862.66,1562845400.0
6386,28.86,-29.41,1885.69,1562845407.0
6387,28.94,-29.9,1869.87,1562845407.0
6388,29.12,-30.92,1879.68,1562845407.0
6389,29.2,-31.45,1886.83,1562845407.0
6390,28.39,-29.53,1874.48,1562845415.0
6391,28.74,-31.57,1876.44,1562845415.0
6392,28.92,-32.73,1892.92,1562845416.0
6393,27.75,-28.7,1867.42,1562845422.0
6394,28.18,-31.15,1882.29,1562845423.0
6395,28.27,-31.68,1886.24,1562845423.0
6396,27.28,-28.82,1869.03,1562845430.0
6397,27.37,-29.3,1888.05,1562845430.0
6398,27.62,-30.75,1865.39,1562845431.0
6399,27.71,-31.26,1895.68,1562845431.0
6400,26.72,-28.47,1881.86,1562845438.0
6401,26.9,-29.42,1892.53,1562845438.0
6402,27.33,-31.91,1883.45,1562845439.0
6403,27.42,-32.46,1883.8,1562845440.0
6404,26.25,-28.6,1881.78,1562845446.0
6405,26.34,-29.07,1894.91,1562845446.0
6406,26.68,-30.98,1886.78,1562845447.0
6407,25.6,-27.77,1895.25,1562845453.0
6408,25.69,-28.25,1878.47,1562845454.0
6409,25.78,-28.72,1883.46,1562845454.0
6410,25.87,-29.19,1890.88,1562845454.0
6411,26.21,-31.1,1884.61,1562845455.0
6412,26.3,-31.6,1897.13,1562845455.0
6413,26.39,-32.13,1884.51,1562845455.0
6414,25.32,-28.85,1873.63,1562845462.0
6415,25.4,-29.32,1893.76,1562845462.0
6416,25.83,-31.72,1882.96,1562845463.0
6417,24.66,-28.02,1894.41,1562845469.0
6418,24.85,-28.97,1901.03,1562845470.0
6419,24.38,-29.09,1898.4,1562845478.0
6420,23.91,-29.22,1874.86,1562845486.0
6421,24.08,-30.14,1855.02,1562845486.0
6422,23.61,-30.26,1869.87,1562845494.0
6423,3.01,-30.67,1862.41,1562845828.0
6424,2.66,-31.33,1861.5,1562845837.0
6425,2.76,-31.85,1865.81,1562845837.0
6426,3.04,-33.26,1861.92,1562845837.0
6427,3.13,-33.69,1848.74,1562845838.0
6428,2.07,-30.88,1853.1,1562845844.0
6429,2.19,-31.43,1855.49,1562845845.0
6430,2.29,-31.95,1847.26,1562845845.0
6431,2.48,-32.91,1830.99,1562845845.0
6432,2.66,-33.8,1845.73,1562845846.0
6433,2.83,-34.66,1849.73,1562845846.0
6434,2.91,-35.08,1859.45,1562845846.0
6435,3.07,-35.93,1852.22,1562845847.0
6436,3.25,-36.82,1836.2,1562845847.0
6437,3.44,-37.79,1842.84,1562845848.0
6438,3.54,-38.31,1860.19,1562845848.0
6439,1.6,-30.99,1845.56,1562845852.0
6440,1.72,-31.54,1842.95,1562845853.0
6441,1.82,-32.06,1865.05,1562845853.0
6442,2.01,-33.02,1855.3,1562845853.0
6443,2.19,-33.91,1852.82,1562845854.0
6444,2.36,-34.76,1848.27,1562845854.0
6445,2.44,-35.18,1864.47,1562845854.0
6446,2.52,-35.61,1845.47,1562845855.0
6447,2.6,-36.04,1828.57,1562845855.0
6448,2.69,-36.48,1835.04,1562845855.0
6449,2.87,-37.4,1846.47,1562845855.0
6450,2.96,-37.89,1855.03,1562845856.0
6451,1.13,-31.09,1847.31,1562845860.0
6452,1.25,-31.65,1860.74,1562845861.0
6453,1.35,-32.17,1866.55,1562845861.0
6454,1.45,-32.66,1847.1,1562845861.0
6455,1.54,-33.12,1846.59,1562845861.0
6456,1.63,-33.58,1848.19,1562845861.0
6457,1.8,-34.44,1835.79,1562845862.0
6458,1.88,-34.87,1839.65,1562845862.0
6459,1.97,-35.29,1844.17,1562845862.0
6460,2.05,-35.71,1826.1,1562845863.0
6461,2.13,-36.14,1843.33,1562845863.0
6462,2.22,-36.58,1851.15,1562845863.0
6463,2.31,-37.03,1842.52,1562845863.0
6464,2.4,-37.5,1864.32,1562845863.0
6465,0.66,-31.2,1825.64,1562845868.0
6466,0.78,-31.75,1851.21,1562845869.0
6467,0.98,-32.76,1842.37,1562845869.0
6468,1.16,-33.68,1839.75,1562845869.0
6469,1.25,-34.12,1840.33,1562845870.0
6470,1.33,-34.55,1853.02,1562845870.0
6471,1.5,-35.39,1834.63,1562845870.0
6472,1.58,-35.82,1829.97,1562845871.0
6473,1.66,-36.25,1845.95,1562845871.0
6474,1.75,-36.69,1856.36,1562845871.0
6475,1.84,-37.14,1859.25,1562845871.0
6476,0.41,-32.38,1847.74,1562845877.0
6477,0.6,-33.33,1855.2,1562845877.0
6478,0.86,-34.65,1857.39,1562845878.0
6479,1.02,-35.5,1849.47,1562845878.0
6480,1.11,-35.92,1833.81,1562845879.0
6481,1.19,-36.35,1850.69,1562845879.0
6482,1.28,-36.79,1876.06,1562845879.0
6483,-0.17,-31.96,1849.37,1562845885.0
6484,-0.06,-32.48,1844.28,1562845885.0
6485,0.39,-34.76,1876.03,1562845886.0
6486,0.55,-35.6,1841.99,1562845886.0
6487,0.64,-36.03,1844.27,1562845887.0
6488,0.72,-36.46,1854.28,1562845887.0
6489,0.8,-36.9,1878.27,1562845887.0
6490,0.89,-37.35,1872.57,1562845887.0
6491,0.99,-37.82,1875.77,1562845887.0
6492,-0.43,-33.08,1842.11,1562845893.0
6493,-0.25,-34.0,1865.72,1562845893.0
6494,-1.11,-32.17,1835.22,1562845901.0
6495,-0.9,-33.18,1853.26,1562845901.0
6496,-1.69,-31.72,1871.39,1562845908.0
6497,-1.47,-32.79,1846.54,1562845909.0
6498,-1.11,-34.64,1872.54,1562845910.0
6499,-1.94,-32.9,1856.19,1562845917.0
6500,-1.66,-34.31,1866.04,1562845917.0
6501,-0.99,-37.77,1858.02,1562845919.0
6502,-0.9,-38.24,1847.73,1562845919.0
6503,-0.8,-38.73,1841.98,1562845920.0
6504,-2.63,-31.93,1861.25,1562845924.0
6505,-2.52,-32.48,1851.95,1562845925.0
6506,-2.32,-33.49,1848.02,1562845925.0
6507,-2.22,-33.96,1860.76,1562845925.0
6508,-2.14,-34.41,1844.17,1562845925.0
6509,-2.05,-34.85,1839.47,1562845926.0
6510,-1.88,-35.71,1876.57,1562845926.0
6511,-1.8,-36.13,1851.67,1562845926.0
6512,-1.72,-36.55,1864.23,1562845927.0
6513,-1.55,-37.42,1872.57,1562845927.0
6514,-3.1,-32.03,1845.62,1562845932.0
6515,-2.79,-33.6,1849.6,1562845933.0
6516,-2.69,-34.07,1848.81,1562845933.0
6517,-2.52,-34.96,1848.69,1562845934.0
6518,-2.19,-36.66,1841.3,1562845935.0
6519,-2.11,-37.09,1835.58,1562845935.0
6520,-2.02,-37.53,1845.06,1562845935.0
6521,-1.84,-38.45,1860.65,1562845935.0
6522,-1.74,-38.94,1849.82,1562845936.0
6523,-2.58,-37.19,1857.49,1562845943.0
6524,-5.99,-34.8,1862.03,1562845989.0
6525,-5.9,-35.25,1874.12,1562845989.0
6526,-6.86,-32.85,1852.95,1562845996.0
6527,-6.75,-33.41,1868.38,1562845997.0
6528,-6.65,-33.93,1873.49,1562845997.0
6529,-7.33,-32.95,1865.38,1562846004.0
6530,-7.22,-33.51,1844.07,1562846005.0
6531,-7.12,-34.04,1856.72,1562846005.0
6532,-6.93,-35.0,1843.77,1562846005.0
6533,-6.84,-35.46,1869.58,1562846005.0
6534,-7.31,-35.56,1856.58,1562846013.0
6535,-6.44,-40.02,1878.25,1562846016.0
6536,-8.16,-33.71,1878.13,1562846021.0
6537,-7.7,-36.11,1867.79,1562846022.0
6538,-7.62,-36.54,1858.47,1562846022.0
6539,-7.01,-39.63,1904.44,1562846023.0
6540,-8.63,-33.82,1878.97,1562846029.0
6541,-8.43,-34.84,1893.47,1562846029.0
6542,-8.26,-35.77,1881.76,1562846029.0
6543,-8.01,-37.08,1855.55,1562846030.0
6544,-9.0,-34.45,1878.35,1562846037.0
6545,-8.56,-36.75,1882.87,1562846038.0
6546,-7.74,-40.87,1887.28,1562846040.0
6547,-9.68,-33.45,1879.87,1562846044.0
6548,-9.28,-35.52,1886.36,1562846045.0
6549,-9.11,-36.42,1875.2,1562846046.0
6550,-10.15,-33.55,1862.58,1562846052.0
6551,-9.36,-40.18,1890.88,1562846063.0
6552,-10.91,-37.28,1893.36,1562846078.0
6553,-11.55,-36.5,1874.44,1562846085.0
6554,-11.3,-37.83,1894.92,1562846086.0
6555,-10.66,-41.01,1866.61,1562846088.0
6556,-11.24,-40.63,1871.59,1562846095.0
6557,-11.13,-41.13,1872.96,1562846096.0
6558,-10.9,-42.23,1859.18,1562846096.0
6559,-12.76,-35.26,1873.01,1562846101.0
6560,-12.58,-36.25,1874.45,1562846101.0
6561,-12.16,-38.47,1849.69,1562846102.0
6562,-11.71,-40.74,1863.44,1562846103.0
6563,-11.6,-41.24,1853.86,1562846104.0
6564,-11.37,-42.34,1879.15,1562846104.0
6565,-13.14,-35.87,1856.46,1562846109.0
6566,-13.05,-36.36,1857.3,1562846109.0
6567,-12.96,-36.82,1858.01,1562846109.0
6568,-12.88,-37.27,1862.36,1562846110.0
6569,-12.79,-37.71,1861.09,1562846110.0
6570,-12.71,-38.15,1866.51,1562846110.0
6571,-11.84,-42.46,1868.5,1562846112.0
6572,-13.91,-34.36,1862.46,1562846116.0
6573,-13.43,-36.93,1849.15,1562846117.0
6574,-13.26,-37.82,1860.45,1562846118.0
6575,-12.93,-39.57,1851.52,1562846119.0
6576,-12.54,-41.47,1855.64,1562846120.0
6577,-12.43,-42.0,1863.04,1562846120.0
6578,-13.73,-37.93,1859.59,1562846126.0
6579,-14.85,-34.56,1878.14,1562846132.0
6580,-14.55,-36.18,1870.76,1562846133.0
6581,-14.29,-37.59,1861.11,1562846134.0
6582,-13.95,-39.35,1871.48,1562846135.0
6583,-13.78,-40.24,1859.85,1562846135.0
6584,-13.37,-42.23,1857.58,1562846136.0
6585,-13.24,-42.81,1874.02,1562846136.0
6586,-15.32,-34.66,1858.9,1562846140.0
6587,-14.67,-38.14,1863.17,1562846142.0
6588,-14.51,-39.02,1882.11,1562846142.0
6589,-14.42,-39.46,1869.57,1562846143.0
6590,-14.34,-39.9,1872.76,1562846143.0
6591,-13.83,-42.35,1865.06,1562846144.0
6592,-13.71,-42.93,1851.41,1562846144.0
6593,-15.14,-38.25,1850.83,1562846150.0
6594,-14.98,-39.13,1862.36,1562846150.0
6595,-14.8,-40.02,1866.92,1562846151.0
6596,-14.71,-40.47,1855.66,1562846151.0
6597,-14.62,-40.94,1867.93,1562846151.0
6598,-14.52,-41.42,1876.9,1562846151.0
6599,-14.3,-42.47,1850.91,1562846152.0
6600,-15.61,-38.36,1889.21,1562846158.0
6601,-15.45,-39.24,1880.09,1562846158.0
6602,-15.09,-41.05,1866.72,1562846159.0
6603,-14.99,-41.54,1860.58,1562846159.0
6604,-14.77,-42.59,1866.23,1562846160.0
6605,-16.34,-37.09,1870.58,1562846165.0
6606,-16.25,-37.56,1872.03,1562846165.0
6607,-15.92,-39.35,1853.73,1562846166.0
6608,-15.74,-40.24,1845.16,1562846167.0
6609,-15.46,-41.66,1874.0,1562846167.0
6610,-15.35,-42.17,1834.25,1562846168.0
6611,-15.24,-42.71,1860.55,1562846168.0
6612,-16.64,-38.13,1871.39,1562846174.0
6613,-16.47,-39.02,1868.22,1562846174.0
6614,-16.12,-40.81,1848.39,1562846175.0
6615,-16.03,-41.28,1839.44,1562846175.0
6616,-15.93,-41.77,1869.76,1562846175.0
6617,-17.19,-37.78,1860.4,1562846181.0
6618,-16.68,-40.47,1842.37,1562846183.0
6619,-17.66,-37.89,1866.17,1562846189.0
6620,-17.58,-38.35,1857.77,1562846190.0
6621,-17.41,-39.25,1857.07,1562846190.0
6622,-17.33,-39.69,1860.42,1562846190.0
6623,-16.64,-43.07,1837.37,1562846192.0
6624,-16.52,-43.65,1861.01,1562846192.0
6625,-18.6,-35.36,1844.15,1562846196.0
6626,-17.88,-39.36,1865.21,1562846198.0
6627,-17.62,-40.7,1849.67,1562846199.0
6628,-17.11,-43.19,1867.39,1562846200.0
6629,-18.27,-39.92,1868.89,1562846206.0
6630,-17.58,-43.31,1838.69,1562846208.0
6631,-17.45,-43.9,1859.35,1562846208.0
6632,-18.47,-41.4,1857.3,1562846215.0
6633,-18.05,-43.43,1873.28,1562846216.0
6634,-17.92,-44.02,1859.22,1562846216.0
6635,-19.91,-36.25,1856.33,1562846221.0
6636,-19.54,-38.32,1841.99,1562846221.0
6637,-19.29,-39.69,1857.7,1562846222.0
6638,-20.38,-36.36,1843.07,1562846229.0
6639,-19.5,-41.17,1860.18,1562846231.0
6640,-19.41,-41.63,1864.37,1562846231.0
6641,-19.31,-42.11,1863.31,1562846231.0
6642,-19.21,-42.61,1847.62,1562846231.0
6643,-18.98,-43.68,1842.17,1562846232.0
6644,-20.95,-35.86,1846.77,1562846236.0
6645,-19.87,-41.75,1851.78,1562846239.0
6646,-19.78,-42.23,1847.54,1562846239.0
6647,-19.68,-42.73,1825.99,1562846239.0
6648,-19.57,-43.25,1844.27,1562846240.0
6649,-19.32,-44.4,1868.15,1562846240.0
6650,-20.78,-39.58,1855.1,1562846246.0
6651,-20.7,-40.03,1861.97,1562846246.0
6652,-20.61,-40.49,1852.67,1562846246.0
6653,-20.34,-41.87,1862.05,1562846247.0
6654,-19.91,-43.93,1833.44,1562846248.0
6655,-21.69,-37.23,1848.77,1562846253.0
6656,-21.51,-38.27,1837.82,1562846253.0
6657,-20.99,-41.06,1859.2,1562846254.0
6658,-20.9,-41.52,1853.62,1562846255.0
6659,-20.71,-42.48,1840.29,1562846255.0
6660,-22.16,-37.33,1836.6,1562846261.0
6661,-21.8,-39.34,1854.94,1562846262.0
6662,-21.72,-39.81,1850.39,1562846262.0
6663,-21.64,-40.26,1852.61,1562846262.0
6664,-21.37,-41.64,1846.66,1562846263.0
6665,-21.18,-42.6,1840.51,1562846263.0
6666,-20.97,-43.63,1852.02,1562846264.0
6667,-20.85,-44.19,1846.71,1562846264.0
6668,-20.72,-44.78,1873.43,1562846264.0
6669,-22.45,-38.48,1851.63,1562846269.0
6670,-22.02,-40.84,1850.31,1562846270.0
6671,-21.32,-44.32,1840.19,1562846272.0
6672,-21.18,-44.91,1856.05,1562846272.0
6673,-23.19,-36.97,1859.24,1562846277.0
6674,-22.12,-42.85,1837.74,1562846279.0
6675,-21.9,-43.88,1846.28,1562846280.0
6676,-21.78,-44.44,1831.93,1562846280.0
6677,-21.65,-45.04,1835.55,1562846280.0
6678,-23.21,-39.68,1845.25,1562846286.0
6679,-23.13,-40.15,1860.15,1562846286.0
6680,-23.04,-40.61,1861.98,1562846286.0
6681,-22.59,-42.97,1858.94,1562846287.0
6682,-22.37,-44.01,1846.53,1562846288.0
6683,-23.68,-39.79,1851.94,1562846294.0
6684,-23.42,-41.19,1863.39,1562846294.0
6685,-24.24,-39.42,1841.25,1562846301.0
6686,-23.89,-41.31,1837.08,1562846302.0
6687,-23.18,-44.84,1848.5,1562846304.0
6688,-25.64,-39.76,1832.18,1562846325.0
6689,-25.59,-42.75,1857.53,1562846335.0
6690,-25.75,-44.39,1851.94,1562846343.0
6691,-25.63,-44.94,1857.36,1562846344.0
6692,-26.99,-43.13,1837.26,1562846359.0
6693,-26.79,-44.13,1841.06,1562846359.0
6694,-27.81,-41.33,1848.85,1562846366.0
6695,-27.72,-44.4,1828.06,1562846375.0
6696,-29.04,-42.67,1838.82,1562846390.0
6697,-28.76,-44.16,1828.11,1562846391.0
6698,-28.55,-45.21,1829.43,1562846391.0
6699,-29.51,-42.8,1829.14,1562846398.0
6700,-29.59,-44.95,1855.72,1562846407.0
6701,-29.48,-45.49,1866.01,1562846407.0
6702,-29.94,-45.63,1849.68,1562846415.0
6703,-31.65,-44.47,1831.65,1562846439.0
6704,-30.94,-47.9,1832.89,1562846440.0
6705,-32.12,-44.61,1811.93,1562846447.0
6706,-32.02,-45.13,1813.46,1562846447.0
6707,-31.91,-45.66,1817.52,1562846447.0
6708,-31.8,-46.21,1808.48,1562846447.0
6709,-32.78,-43.73,1809.16,1562846454.0
6710,-32.27,-46.36,1829.53,1562846455.0
6711,-33.05,-44.89,1800.21,1562846463.0
6712,-33.52,-45.03,1823.81,1562846471.0
6713,-33.31,-46.1,1835.88,1562846471.0
6714,-33.2,-46.66,1818.3,1562846471.0
6715,-34.59,-47.13,1856.87,1562846495.0
6716,-40.97,-41.21,1818.43,1562846581.0
6717,-40.88,-41.9,1790.4,1562846581.0
6718,-40.41,-44.94,1765.45,1562846582.0
6719,-40.97,-44.52,1779.1,1562846590.0
6720,-40.78,-45.66,1788.88,1562846590.0
6721,-40.25,-48.52,1772.14,1562846591.0
6722,-42.36,-44.97,1810.9,1562846614.0
6723,-43.4,-41.05,1816.47,1562846620.0
6724,-42.92,-44.52,1813.49,1562846621.0
6725,-42.83,-45.12,1800.43,1562846622.0
6726,-43.39,-44.67,1796.29,1562846629.0
6727,-43.85,-44.82,1800.45,1562846637.0
6728,-44.68,-45.75,1797.54,1562846654.0
6729,-45.15,-45.92,1816.07,1562846662.0
6730,-45.71,-45.45,1795.95,1562846669.0
6731,-45.61,-46.08,1807.9,1562846670.0
6732,-46.23,-48.28,1803.2,1562846686.0
6733,-46.01,-49.51,1787.26,1562846687.0
6734,-46.9,-47.22,1812.85,1562846694.0
6735,-46.47,-49.71,1791.46,1562846695.0
6736,-49.55,151.44,1750.85,1562848072.0
6737,-48.65,150.93,1726.91,1562848088.0
6738,-33.72,143.79,1775.88,1562848352.0
6739,-33.81,141.44,1780.67,1562848359.0
6740,-33.68,141.96,1811.13,1562848359.0
6741,-33.55,142.49,1809.34,1562848359.0
6742,-33.41,143.05,1790.54,1562848359.0
6743,-33.26,143.63,1802.99,1562848360.0
6744,-32.79,143.47,1807.22,1562848368.0
6745,-32.46,144.74,1788.95,1562848368.0
6746,-33.12,140.14,1817.4,1562848374.0
6747,-33.0,140.64,1845.76,1562848375.0
6748,-32.88,141.15,1817.06,1562848375.0
6749,-32.75,141.67,1823.82,1562848375.0
6750,-32.48,142.75,1829.68,1562848375.0
6751,-32.33,143.32,1820.81,1562848376.0
6752,-32.0,144.58,1814.34,1562848376.0
6753,-32.76,139.51,1836.59,1562848382.0
6754,-32.53,140.51,1840.12,1562848383.0
6755,-32.01,142.6,1827.83,1562848383.0
6756,-32.3,139.38,1857.12,1562848390.0
6757,-31.69,141.91,1839.91,1562848391.0
6758,-31.55,142.45,1833.01,1562848391.0
6759,-31.24,143.62,1798.96,1562848392.0
6760,-32.76,134.77,1825.14,1562848396.0
6761,-32.17,137.73,1828.41,1562848397.0
6762,-31.83,139.24,1837.08,1562848398.0
6763,-31.72,139.74,1826.01,1562848398.0
6764,-31.48,140.73,1826.57,1562848399.0
6765,-30.61,144.11,1799.02,1562848400.0
6766,-31.82,137.08,1814.59,1562848405.0
6767,-31.7,137.61,1825.97,1562848405.0
6768,-31.25,139.6,1804.85,1562848406.0
6769,-31.13,140.1,1819.66,1562848407.0
6770,-31.01,140.59,1786.53,1562848407.0
6771,-30.89,141.1,1822.38,1562848407.0
6772,-30.76,141.62,1796.49,1562848407.0
6773,-30.48,142.72,1798.2,1562848408.0
6774,-30.32,143.32,1790.55,1562848408.0
6775,-31.83,134.56,1821.38,1562848412.0
6776,-31.7,135.22,1827.06,1562848413.0
6777,-31.47,136.41,1833.61,1562848413.0
6778,-31.35,136.96,1819.74,1562848413.0
6779,-31.24,137.48,1820.67,1562848413.0
6780,-31.13,137.99,1831.4,1562848414.0
6781,-30.55,140.46,1796.69,1562848415.0
6782,-30.29,141.48,1821.84,1562848415.0
6783,-30.16,142.01,1818.85,1562848415.0
6784,-29.86,143.17,1794.02,1562848416.0
6785,-29.69,143.8,1788.47,1562848416.0
6786,-31.36,134.45,1847.15,1562848420.0
6787,-31.24,135.11,1842.07,1562848421.0
6788,-30.77,137.36,1831.37,1562848421.0
6789,-30.08,140.32,1831.58,1562848423.0
6790,-29.96,140.82,1821.61,1562848423.0
6791,-29.83,141.34,1815.67,1562848423.0
6792,-29.69,141.87,1828.09,1562848423.0
6793,-29.55,142.43,1824.52,1562848424.0
6794,-29.22,143.65,1789.5,1562848424.0
6795,-30.65,135.61,1822.41,1562848429.0
6796,-30.53,136.18,1792.68,1562848429.0
6797,-29.49,140.68,1814.19,1562848431.0
6798,-29.36,141.2,1810.37,1562848431.0
6799,-29.23,141.73,1825.4,1562848431.0
6800,-28.93,142.87,1821.39,1562848432.0
6801,-30.3,134.89,1810.44,1562848437.0
6802,-29.15,140.05,1816.23,1562848439.0
6803,-29.02,140.55,1831.23,1562848439.0
6804,-28.76,141.59,1817.74,1562848439.0
6805,-28.3,143.35,1816.29,1562848440.0
6806,-29.96,134.14,1817.67,1562848444.0
6807,-29.83,134.78,1825.39,1562848445.0
6808,-28.68,139.92,1799.96,1562848447.0
6809,-28.56,140.41,1821.07,1562848447.0
6810,-28.43,140.92,1820.05,1562848447.0
6811,-28.3,141.45,1820.11,1562848447.0
6812,-28.15,142.0,1823.63,1562848448.0
6813,-27.83,143.21,1828.65,1562848448.0
6814,-29.49,134.03,1813.87,1562848452.0
6815,-29.13,135.83,1802.92,1562848453.0
6816,-29.01,136.37,1824.51,1562848453.0
6817,-28.56,138.35,1831.89,1562848454.0
6818,-28.21,139.79,1820.41,1562848455.0
6819,-28.09,140.28,1818.62,1562848455.0
6820,-27.96,140.79,1818.37,1562848455.0
6821,-27.83,141.31,1813.27,1562848455.0
6822,-27.53,142.44,1822.66,1562848456.0
6823,-27.37,143.06,1804.56,1562848456.0
6824,-27.87,139.18,1824.05,1562848463.0
6825,-27.75,139.66,1822.93,1562848463.0
6826,-27.5,140.65,1821.97,1562848463.0
6827,-27.36,141.17,1829.04,1562848463.0
6828,-27.22,141.72,1825.07,1562848464.0
6829,-27.07,142.3,1821.57,1562848464.0
6830,-27.03,140.52,1819.91,1562848471.0
6831,-26.9,141.04,1824.0,1562848471.0
6832,-26.76,141.58,1835.64,1562848472.0
6833,-26.44,142.77,1841.49,1562848472.0
6834,-26.69,139.88,1835.1,1562848479.0
6835,-26.56,140.38,1855.24,1562848479.0
6836,-26.43,140.9,1842.27,1562848479.0
6837,-25.98,142.63,1825.93,1562848480.0
6838,-26.1,140.25,1844.59,1562848487.0
6839,-25.82,141.31,1850.97,1562848488.0
6840,-25.67,141.88,1820.02,1562848488.0
6841,-26.11,138.2,1819.22,1562848494.0
6842,-26.0,138.67,1809.06,1562848495.0
6843,-25.88,139.14,1822.62,1562848495.0
6844,-25.36,141.17,1823.76,1562848496.0
6845,-25.75,137.61,1810.49,1562848502.0
6846,-25.64,138.08,1815.9,1562848502.0
6847,-25.53,138.55,1813.21,1562848503.0
6848,-25.41,139.02,1812.31,1562848503.0
6849,-25.16,139.99,1831.06,1562848503.0
6850,-25.51,136.56,1829.56,1562848510.0
6851,-25.4,137.03,1836.49,1562848510.0
6852,-25.29,137.49,1817.51,1562848510.0
6853,-25.17,137.96,1816.63,1562848510.0
6854,-25.06,138.42,1825.68,1562848511.0
6855,-24.59,138.3,1837.83,1562848519.0
6856,-24.48,138.77,1842.88,1562848519.0
6857,-24.1,140.24,1820.09,1562848519.0
6858,-24.24,137.72,1821.31,1562848526.0
6859,-23.63,140.11,1816.62,1562848527.0
6860,-23.54,138.52,1809.43,1562848535.0
6861,-23.42,138.99,1819.52,1562848535.0
6862,-23.07,138.4,1787.91,1562848543.0
6863,-22.83,139.35,1814.63,1562848543.0
6864,-22.83,137.36,1823.41,1562848550.0
6865,-22.48,138.74,1804.55,1562848551.0
6866,-21.95,140.81,1803.02,1562848552.0
6867,-22.36,137.24,1813.63,1562848558.0
6868,-22.25,137.69,1799.76,1562848559.0
6869,-22.14,138.15,1816.02,1562848559.0
6870,-22.56,134.29,1813.53,1562848565.0
6871,-22.01,136.67,1811.42,1562848566.0
6872,-21.9,137.12,1818.21,1562848566.0
6873,-21.78,137.57,1793.63,1562848567.0
6874,-21.55,138.5,1836.89,1562848567.0
6875,-21.43,138.98,1825.8,1562848567.0
6876,-21.3,139.48,1830.3,1562848567.0
6877,-20.86,141.14,1810.69,1562848568.0
6878,-21.65,136.1,1815.9,1562848574.0
6879,-21.43,137.0,1792.3,1562848574.0
6880,-21.31,137.46,1807.68,1562848575.0
6881,-21.2,137.91,1822.26,1562848575.0
6882,-21.08,138.38,1805.94,1562848575.0
6883,-20.96,138.86,1796.69,1562848575.0
6884,-20.69,139.87,1820.25,1562848576.0
6885,-20.55,140.42,1806.49,1562848576.0
6886,-20.39,141.01,1825.47,1562848576.0
6887,-21.51,134.58,1811.45,1562848581.0
6888,-21.4,135.06,1799.86,1562848581.0
6889,-21.18,135.99,1795.79,1562848582.0
6890,-20.84,137.34,1823.21,1562848583.0
6891,-20.61,138.26,1806.94,1562848583.0
6892,-20.36,139.23,1828.53,1562848583.0
6893,-20.23,139.75,1815.81,1562848584.0
6894,-20.08,140.3,1805.15,1562848584.0
6895,-19.92,140.88,1798.87,1562848584.0
6896,-21.52,132.29,1842.4,1562848588.0
6897,-21.39,132.89,1829.43,1562848589.0
6898,-21.27,133.45,1818.01,1562848589.0
6899,-21.15,133.97,1813.34,1562848589.0
