,latitude,longitude,ch4,time
2460,-6.37,-103.66,1856.91,1562818437.0
2461,-6.25,-103.14,1855.4,1562818437.0
2462,-5.24,-99.19,1841.85,1562818439.0
2463,-5.78,-103.25,1858.8,1562818445.0
2464,-4.43,-97.95,1840.59,1562818447.0
2465,-4.74,-101.09,1857.18,1562818454.0
2466,-4.3,-99.4,1831.37,1562818455.0
2467,-4.27,-101.19,1849.95,1562818462.0
2468,-2.76,-97.27,1836.65,1562818472.0
2469,-2.19,-98.95,1829.06,1562818487.0
2470,-2.07,-98.48,1823.05,1562818487.0
2471,-3.08,-104.38,1842.48,1562818493.0
2472,-2.27,-101.19,1857.96,1562818494.0
2473,-1.72,-99.05,1828.28,1562818495.0
2474,-1.25,-99.16,1829.84,1562818503.0
2475,-0.5,-102.03,1843.04,1562818526.0
2476,2.29,-100.88,1845.86,1562818567.0
2477,3.45,-100.21,1830.67,1562818583.0
2478,3.69,-99.25,1831.67,1562818584.0
2479,14.62,-109.1,1837.91,1562818796.0
2480,15.04,-107.51,1848.45,1562818797.0
2481,15.09,-109.22,1838.81,1562818804.0
2482,15.51,-107.62,1825.6,1562818805.0
2483,15.75,-106.68,1844.79,1562818805.0
2484,15.56,-109.34,1824.81,1562818812.0
2485,15.71,-108.77,1824.07,1562818813.0
2486,15.84,-108.24,1826.92,1562818813.0
2487,16.02,-109.46,1830.45,1562818820.0
2488,16.17,-108.89,1834.65,1562818821.0
2489,16.31,-108.36,1821.15,1562818821.0
2490,16.44,-107.86,1843.77,1562818821.0
2491,16.49,-109.58,1823.45,1562818828.0
2492,16.64,-109.01,1819.01,1562818829.0
2493,17.61,-105.26,1838.67,1562818830.0
2494,16.96,-109.71,1863.4,1562818836.0
2495,17.11,-109.13,1842.69,1562818837.0
2496,17.38,-108.09,1844.71,1562818837.0
2497,17.63,-107.15,1840.05,1562818837.0
2498,17.43,-109.83,1837.21,1562818844.0
2499,17.58,-109.26,1844.87,1562818845.0
2500,17.72,-108.72,1842.37,1562818845.0
2501,17.85,-108.21,1826.87,1562818845.0
2502,18.33,-106.36,1858.26,1562818846.0
2503,18.44,-105.92,1847.52,1562818846.0
2504,18.32,-108.33,1843.94,1562818853.0
2505,18.57,-107.38,1846.87,1562818853.0
2506,18.68,-106.93,1847.11,1562818854.0
2507,18.36,-110.08,1866.65,1562818860.0
2508,18.52,-109.5,1841.03,1562818861.0
2509,18.66,-108.96,1841.37,1562818861.0
2510,18.79,-108.45,1831.08,1562818861.0
2511,18.92,-107.97,1841.75,1562818861.0
2512,19.04,-107.5,1848.56,1562818861.0
2513,19.27,-106.59,1851.12,1562818862.0
2514,18.83,-110.2,1846.45,1562818868.0
2515,18.98,-109.62,1850.78,1562818869.0
2516,19.13,-109.08,1852.75,1562818869.0
2517,19.51,-107.62,1842.73,1562818869.0
2518,19.62,-107.16,1874.33,1562818870.0
2519,19.74,-106.71,1848.87,1562818870.0
2520,19.85,-106.27,1856.83,1562818870.0
2521,19.3,-110.33,1848.05,1562818876.0
2522,19.59,-109.21,1849.58,1562818877.0
2523,19.73,-108.7,1842.43,1562818877.0
2524,19.85,-108.21,1833.48,1562818877.0
2525,19.98,-107.74,1847.55,1562818877.0
2526,20.09,-107.28,1871.99,1562818878.0
2527,20.21,-106.83,1862.99,1562818878.0
2528,20.32,-106.38,1868.06,1562818878.0
2529,20.64,-105.04,1892.59,1562818879.0
2530,19.77,-110.46,1833.92,1562818884.0
2531,19.92,-109.87,1827.34,1562818885.0
2532,20.32,-108.33,1830.99,1562818885.0
2533,20.44,-107.86,1835.5,1562818885.0
2534,20.67,-106.94,1846.91,1562818886.0
2535,20.79,-106.5,1854.97,1562818886.0
2536,20.9,-106.05,1864.02,1562818886.0
2537,20.53,-109.46,1845.59,1562818893.0
2538,20.66,-108.94,1842.89,1562818893.0
2539,20.79,-108.45,1843.75,1562818893.0
2540,20.91,-107.98,1841.55,1562818893.0
2541,21.03,-107.51,1838.56,1562818894.0
2542,21.14,-107.06,1850.38,1562818894.0
2543,21.26,-106.61,1874.13,1562818894.0
2544,21.37,-106.17,1872.21,1562818894.0
2545,20.86,-110.13,1824.31,1562818901.0
2546,21.13,-109.07,1827.94,1562818901.0
2547,21.26,-108.57,1829.28,1562818901.0
2548,21.5,-107.63,1854.99,1562818902.0
2549,21.61,-107.18,1859.2,1562818902.0
2550,21.47,-109.71,1838.13,1562818909.0
2551,21.73,-108.7,1842.55,1562818909.0
2552,21.85,-108.22,1842.62,1562818909.0
2553,21.97,-107.75,1856.0,1562818910.0
2554,22.08,-107.3,1851.45,1562818910.0
2555,22.2,-106.85,1875.72,1562818910.0
2556,21.93,-109.83,1820.82,1562818917.0
2557,22.32,-108.34,1829.05,1562818917.0
2558,22.44,-107.88,1855.71,1562818918.0
2559,22.55,-107.42,1845.66,1562818918.0
2560,22.66,-106.97,1853.27,1562818918.0
2561,22.54,-109.44,1835.06,1562818925.0
2562,22.67,-108.94,1823.76,1562818925.0
2563,22.79,-108.46,1847.59,1562818925.0
2564,23.02,-107.54,1840.8,1562818926.0
2565,23.24,-106.63,1855.72,1562818926.0
2566,23.01,-109.57,1847.57,1562818933.0
2567,23.13,-109.07,1823.92,1562818933.0
2568,23.26,-108.59,1848.75,1562818933.0
2569,23.38,-108.12,1839.69,1562818934.0
2570,23.49,-107.66,1858.29,1562818934.0
2571,23.6,-107.2,1865.58,1562818934.0
2572,23.6,-109.2,1839.33,1562818941.0
2573,23.73,-108.71,1833.77,1562818941.0
2574,23.84,-108.24,1832.75,1562818942.0
2575,23.66,-110.91,1820.24,1562818949.0
2576,23.8,-110.35,1821.98,1562818949.0
2577,23.94,-109.83,1839.34,1562818949.0
2578,24.19,-108.84,1828.87,1562818949.0
2579,24.31,-108.37,1855.73,1562818950.0
2580,24.54,-109.45,1839.88,1562818957.0
2581,24.78,-108.49,1848.27,1562818958.0
2582,24.88,-110.09,1836.77,1562818965.0
2583,25.01,-109.58,1840.92,1562818965.0
2584,25.13,-109.09,1839.57,1562818965.0
2585,25.48,-107.69,1864.51,1562818966.0
2586,25.21,-110.75,1826.66,1562818973.0
2587,25.34,-110.22,1842.67,1562818973.0
2588,25.48,-109.71,1830.09,1562818973.0
2589,25.6,-109.22,1823.16,1562818973.0
2590,25.67,-110.88,1839.41,1562818981.0
2591,25.81,-110.35,1856.59,1562818981.0
2592,25.94,-109.84,1828.67,1562818981.0
2593,26.28,-110.48,1837.03,1562818989.0
2594,26.41,-109.97,1840.61,1562818989.0
2595,26.61,-111.16,1835.28,1562818997.0
2596,26.75,-110.62,1830.26,1562818997.0
2597,26.88,-110.1,1838.81,1562818997.0
2598,27.07,-111.29,1854.54,1562819005.0
2599,29.33,-103.68,1838.56,1562819016.0
2600,30.14,-104.54,1845.46,1562819032.0
2601,30.37,-105.81,1833.35,1562819039.0
2602,30.49,-105.25,1871.43,1562819040.0
2603,30.96,-105.36,1840.59,1562819048.0
2604,31.08,-104.76,1848.19,1562819048.0
2605,31.2,-104.11,1880.17,1562819048.0
2606,31.31,-106.04,1831.81,1562819055.0
2607,31.67,-104.21,1850.54,1562819056.0
2608,31.78,-106.16,1835.47,1562819063.0
2609,32.01,-104.98,1833.53,1562819064.0
2610,32.13,-106.83,1823.71,1562819071.0
2611,32.61,-104.43,1867.88,1562819072.0
2612,33.08,-104.54,1848.73,1562819080.0
2613,33.3,-105.93,1844.75,1562819088.0
2614,33.65,-106.63,1827.62,1562819095.0
2615,35.19,-110.95,1833.65,1562819134.0
2616,35.6,-113.4,1840.69,1562819149.0
2617,35.74,-112.84,1826.07,1562819149.0
2618,36.34,-112.45,1836.69,1562819157.0
2619,36.84,-114.48,1841.03,1562819173.0
2620,36.99,-113.89,1843.34,1562819173.0
2621,38.81,-110.41,1839.27,1562819191.0
2622,50.54,-113.95,1823.17,1562819391.0
2623,51.0,-114.14,1833.47,1562819399.0
2624,51.46,-114.34,1832.54,1562819407.0
2625,51.59,-113.65,1841.39,1562819407.0
2626,51.85,-112.19,1854.78,1562819407.0
2627,51.97,-111.39,1853.56,1562819408.0
2628,52.1,-110.55,1858.14,1562819408.0
2629,52.23,-109.65,1841.56,1562819408.0
2630,52.05,-113.84,1840.37,1562819415.0
2631,52.18,-113.12,1845.84,1562819415.0
2632,52.31,-112.36,1851.42,1562819415.0
2633,52.56,-110.71,1845.4,1562819416.0
2634,52.39,-114.74,1822.04,1562819423.0
2635,52.9,-111.74,1850.44,1562819424.0
2636,53.23,-112.73,1846.07,1562819431.0
2637,53.49,-111.04,1869.3,1562819432.0
2638,53.95,-111.21,1863.77,1562819440.0
2639,54.16,-113.1,1858.27,1562819447.0
2640,54.36,-114.86,1854.69,1562819455.0
2641,57.2,-112.47,1865.16,1562819496.0
2642,55.72,-123.03,1818.46,1562819501.0
2643,57.39,-114.53,1895.54,1562819503.0
2644,56.41,-124.5,1878.75,1562819517.0
2645,56.81,-122.86,1852.35,1562819517.0
2646,56.98,-122.08,1841.96,1562819517.0
2647,57.15,-121.31,1853.2,1562819518.0
2648,57.31,-120.56,1871.42,1562819518.0
2649,57.46,-119.8,1906.3,1562819518.0
2650,57.61,-119.04,1936.39,1562819518.0
2651,58.04,-116.69,1857.64,1562819519.0
2652,57.43,-122.39,1922.04,1562819525.0
2653,57.92,-120.09,1922.46,1562819526.0
2654,58.07,-119.32,1907.98,1562819526.0
2655,58.21,-118.55,1843.31,1562819527.0
2656,58.64,-116.09,1845.62,1562819527.0
2657,57.88,-122.71,1865.64,1562819533.0
2658,58.05,-121.93,1857.1,1562819534.0
2659,58.37,-120.38,1864.53,1562819534.0
2660,58.52,-119.61,1858.81,1562819534.0
2661,58.67,-118.82,1847.35,1562819535.0
2662,59.37,-114.49,1865.84,1562819536.0
2663,59.51,-113.47,1875.74,1562819536.0
2664,58.5,-122.25,1853.84,1562819542.0
2665,58.97,-119.9,1833.09,1562819542.0
2666,59.12,-119.11,1864.26,1562819543.0
2667,58.77,-123.38,1841.5,1562819549.0
2668,58.95,-122.58,1855.13,1562819550.0
2669,59.27,-120.99,1854.72,1562819550.0
2670,59.43,-120.2,1861.16,1562819550.0
2671,60.01,-116.85,1866.23,1562819551.0
2672,60.15,-115.92,1872.11,1562819551.0
2673,59.4,-122.91,1847.65,1562819558.0
2674,59.56,-122.11,1848.27,1562819558.0
2675,59.72,-121.31,1855.56,1562819558.0
2676,59.88,-120.51,1843.97,1562819558.0
2677,60.32,-118.0,1829.32,1562819559.0
2678,60.47,-117.11,1842.81,1562819559.0
2679,61.03,-112.98,1835.37,1562819560.0
2680,59.48,-124.9,1845.18,1562819565.0
2681,59.66,-124.07,1828.24,1562819565.0
2682,59.84,-123.25,1826.34,1562819566.0
2683,60.11,-124.43,1863.96,1562819573.0
2684,60.29,-123.6,1872.36,1562819574.0
2685,60.36,-125.65,1854.33,1562819581.0
2686,60.55,-124.8,1859.64,1562819581.0
2687,60.73,-123.96,1835.34,1562819582.0
2688,60.91,-123.13,1821.06,1562819582.0
2689,62.42,-113.63,1841.12,1562819584.0
2690,61.68,-121.81,1858.01,1562819590.0
2691,61.44,-125.57,1842.31,1562819597.0
2692,69.15,-134.93,1869.95,1562819741.0
2693,70.5,-139.03,1879.59,1562819773.0
2694,71.83,-138.4,1880.24,1562819790.0
2695,71.95,-140.44,1856.4,1562819797.0
2696,71.02,-148.46,1861.61,1562819812.0
2697,76.3,129.55,1887.16,1562820173.0
2698,78.16,102.19,1867.54,1562820223.0
2699,73.91,120.17,1853.54,1562820229.0
2700,74.3,118.87,1858.69,1562820229.0
2701,75.64,113.65,1915.77,1562820230.0
2702,73.59,118.87,1876.71,1562820237.0
2703,70.83,93.19,1873.29,1562820351.0
2704,69.12,86.76,1870.25,1562820391.0
2705,67.89,92.09,1936.51,1562820398.0
2706,68.08,87.14,1867.57,1562820407.0
2707,68.37,84.6,1840.1,1562820408.0
2708,67.48,87.87,1841.26,1562820415.0
2709,66.58,90.6,1911.01,1562820422.0
2710,66.74,89.58,1874.35,1562820423.0
2711,65.98,91.13,1905.68,1562820430.0
2712,66.44,88.09,1879.5,1562820431.0
2713,65.38,91.64,1884.28,1562820438.0
2714,65.54,90.67,1927.97,1562820438.0
2715,65.7,89.69,1891.38,1562820438.0
2716,65.1,90.21,1882.02,1562820446.0
2717,65.41,88.27,1881.27,1562820447.0
2718,65.69,86.23,1866.6,1562820447.0
2719,64.66,89.78,1870.78,1562820454.0
2720,63.9,91.22,1884.7,1562820462.0
2721,64.37,88.42,1870.74,1562820462.0
2722,64.66,86.49,1849.21,1562820463.0
2723,64.07,87.08,1848.82,1562820471.0
2724,63.02,90.36,1855.32,1562820478.0
2725,63.76,85.76,1840.68,1562820479.0
2726,62.45,87.78,1902.1,1562820494.0
2727,62.59,86.89,1882.01,1562820494.0
2728,62.41,84.74,1855.85,1562820503.0
2729,61.69,86.19,1881.36,1562820510.0
2730,61.95,84.42,1848.08,1562820511.0
2731,60.65,86.36,1890.07,1562820526.0
2732,60.14,83.2,1856.44,1562820543.0
2733,59.17,86.2,1887.59,1562820550.0
2734,59.68,82.92,1875.47,1562820551.0
2735,58.13,86.36,1906.61,1562820566.0
2736,58.65,83.19,1854.51,1562820567.0
2737,58.77,82.37,1874.71,1562820567.0
2738,57.21,88.48,1894.55,1562820573.0
2739,57.95,84.48,1880.89,1562820574.0
2740,58.19,82.91,1857.56,1562820575.0
2741,58.08,80.18,1859.62,1562820583.0
2742,57.28,82.38,1871.88,1562820591.0
2743,57.73,79.07,1867.79,1562820591.0
2744,57.38,77.94,1850.09,1562820600.0
2745,57.6,75.92,1836.12,1562820600.0
2746,57.03,76.78,1852.42,1562820608.0
2747,57.14,75.74,1861.47,1562820608.0
2748,54.98,86.89,1910.65,1562820613.0
2749,55.14,86.1,1918.1,1562820613.0
2750,55.79,82.36,1884.12,1562820614.0
2751,56.46,77.54,1861.07,1562820616.0
2752,56.56,76.59,1866.99,1562820616.0
2753,54.83,85.05,1928.72,1562820621.0
2754,55.22,82.84,1906.92,1562820622.0
2755,55.45,81.37,1940.48,1562820623.0
2756,56.1,76.4,1877.7,1562820624.0
2757,54.76,82.59,1924.17,1562820630.0
2758,55.21,79.63,1870.1,1562820631.0
2759,55.64,76.22,1863.84,1562820632.0
2760,54.19,83.05,1905.16,1562820638.0
2761,54.31,82.34,1889.51,1562820638.0
2762,54.75,79.41,1897.5,1562820639.0
2763,55.17,76.04,1867.99,1562820640.0
2764,53.18,85.73,1928.08,1562820645.0
2765,53.85,82.1,1911.56,1562820646.0
2766,53.96,81.39,1906.12,1562820646.0
2767,54.08,80.67,1891.16,1562820647.0
2768,52.88,84.7,1917.28,1562820653.0
2769,53.02,83.97,1890.86,1562820653.0
2770,53.15,83.26,1878.44,1562820654.0
2771,53.27,82.55,1897.6,1562820654.0
2772,53.39,81.86,1901.1,1562820654.0
2773,53.62,80.45,1884.13,1562820655.0
2774,53.72,79.73,1883.67,1562820655.0
2775,52.69,83.01,1876.78,1562820662.0
2776,52.82,82.31,1898.19,1562820662.0
2777,52.93,81.62,1910.18,1562820662.0
2778,53.05,80.93,1879.53,1562820662.0
2779,53.16,80.23,1876.06,1562820663.0
2780,51.97,84.18,1890.42,1562820669.0
2781,52.48,81.39,1899.94,1562820670.0
2782,51.65,83.22,1910.12,1562820677.0
2783,51.9,81.84,1881.0,1562820678.0
2784,51.2,82.97,1925.81,1562820685.0
2785,51.67,80.27,1917.49,1562820686.0
2786,50.61,83.43,1900.12,1562820693.0
2787,50.74,82.74,1906.29,1562820693.0
2788,48.47,75.34,1913.77,1562820751.0
2789,47.06,78.28,1923.36,1562820766.0
2790,46.79,76.86,1930.3,1562820775.0
2791,47.17,74.14,1933.65,1562820776.0
2792,47.27,73.37,1945.92,1562820776.0
2793,44.97,83.83,1936.47,1562820780.0
2794,46.81,73.23,1960.26,1562820784.0
2795,44.84,82.12,1948.54,1562820789.0
2796,43.6,83.16,1907.05,1562820804.0
2797,43.93,81.71,1920.15,1562820805.0
2798,44.19,80.39,1918.43,1562820805.0
2799,43.61,80.84,1936.84,1562820813.0
2800,41.78,82.33,1949.17,1562820836.0
2801,41.48,81.4,1947.08,1562820845.0
2802,41.3,79.89,1950.23,1562820853.0
2803,40.71,80.34,1934.36,1562820861.0
2804,40.38,79.52,1955.92,1562820869.0
2805,39.92,79.34,1935.71,1562820877.0
2806,0.5,66.63,1848.54,1562821558.0
2807,0.58,66.2,1857.31,1562821558.0
2808,0.66,65.78,1836.31,1562821558.0
2809,0.19,65.68,1833.32,1562821566.0
2810,-3.04,62.12,1864.25,1562821632.0
2811,-4.76,68.39,1848.25,1562821637.0
2812,-3.71,62.98,1868.74,1562821639.0
2813,-5.13,67.76,1866.06,1562821645.0
2814,-4.08,62.4,1871.42,1562821647.0
2815,-3.98,61.91,1851.08,1562821648.0
2816,-3.88,61.39,1841.65,1562821648.0
2817,-5.32,66.24,1830.11,1562821653.0
2818,-5.24,65.8,1849.56,1562821654.0
2819,-5.16,65.37,1875.08,1562821654.0
2820,-4.91,64.09,1856.8,1562821655.0
2821,-4.82,63.66,1857.92,1562821655.0
2822,-4.55,62.29,1853.01,1562821655.0
2823,-4.45,61.8,1850.09,1562821656.0
2824,-4.23,60.72,1858.64,1562821656.0
2825,-5.71,65.69,1855.68,1562821662.0
2826,-5.63,65.26,1852.48,1562821662.0
2827,-5.54,64.84,1861.42,1562821662.0
2828,-5.46,64.41,1868.0,1562821662.0
2829,-5.02,62.19,1848.73,1562821663.0
2830,-4.7,60.61,1831.92,1562821664.0
2831,-5.28,61.06,1850.64,1562821672.0
2832,-5.75,60.95,1854.99,1562821680.0
2833,-6.62,62.79,1868.46,1562821687.0
2834,-6.1,60.28,1855.75,1562821688.0
2835,-9.44,62.14,1893.12,1562821735.0
2836,-9.35,61.68,1874.06,1562821735.0
2837,-9.91,62.03,1847.77,1562821743.0
2838,-9.62,60.6,1874.08,1562821744.0
2839,-9.51,60.07,1869.6,1562821744.0
2840,-9.39,59.5,1867.9,1562821744.0
2841,-10.64,63.24,1886.56,1562821750.0
2842,-10.47,62.37,1857.16,1562821751.0
2843,-10.29,61.46,1878.16,1562821751.0
2844,-10.19,60.98,1869.66,1562821751.0
2845,-10.09,60.48,1862.82,1562821752.0
2846,-9.86,59.39,1855.65,1562821752.0
2847,-11.44,64.88,1862.31,1562821757.0
2848,-11.11,63.13,1893.2,1562821758.0
2849,-11.02,62.7,1864.75,1562821759.0
2850,-10.94,62.26,1870.24,1562821759.0
2851,-10.76,61.35,1867.62,1562821759.0
2852,-10.66,60.87,1870.95,1562821759.0
2853,-10.45,59.84,1871.38,1562821760.0
2854,-10.33,59.27,1856.36,1562821760.0
2855,-11.66,63.45,1873.24,1562821766.0
2856,-11.58,63.02,1883.77,1562821766.0
2857,-11.13,60.76,1884.69,1562821767.0
2858,-11.03,60.26,1859.0,1562821768.0
2859,-10.92,59.73,1852.58,1562821768.0
2860,-11.88,62.04,1885.94,1562821775.0
2861,-11.79,61.59,1882.38,1562821775.0
2862,-11.7,61.13,1876.04,1562821775.0
2863,-11.6,60.65,1864.58,1562821775.0
2864,-11.26,59.04,1877.07,1562821776.0
2865,-12.26,61.48,1858.6,1562821783.0
2866,-12.17,61.01,1870.34,1562821783.0
2867,-12.07,60.53,1870.7,1562821783.0
2868,-12.91,62.26,1905.01,1562821791.0
2869,-12.82,61.82,1885.01,1562821791.0
2870,-12.73,61.37,1884.02,1562821791.0
2871,-12.32,59.38,1894.51,1562821792.0
2872,-13.29,61.7,1886.06,1562821799.0
2873,-13.2,61.25,1906.08,1562821799.0
2874,-13.11,60.79,1907.12,1562821799.0
2875,-15.12,63.58,1887.91,1562821822.0
2876,-17.47,63.04,1907.77,1562821862.0
2877,-17.3,62.14,1922.68,1562821862.0
2878,-17.13,61.25,1922.74,1562821863.0
2879,-16.86,59.87,1912.02,1562821863.0
2880,-18.2,64.37,1899.21,1562821869.0
2881,-17.33,59.75,1899.65,1562821871.0
2882,-17.12,58.74,1917.45,1562821872.0
2883,-19.14,64.15,1875.76,1562821885.0
2884,-19.05,63.66,1888.21,1562821885.0
2885,-18.8,62.26,1890.54,1562821886.0
2886,-18.71,61.8,1882.44,1562821886.0
2887,-19.44,63.07,1884.09,1562821893.0
2888,-18.53,58.38,1877.45,1562821896.0
2889,-18.41,57.83,1881.98,1562821896.0
2890,-18.28,57.24,1886.92,1562821896.0
2891,-19.82,62.49,1872.43,1562821902.0
2892,-18.88,57.71,1887.94,1562821904.0
2893,-20.84,65.53,1883.55,1562821908.0
2894,-20.74,64.93,1882.37,1562821909.0
2895,-20.55,63.84,1874.79,1562821909.0
2896,-20.46,63.33,1872.88,1562821909.0
2897,-19.67,59.15,1879.68,1562821911.0
2898,-21.02,63.73,1899.2,1562821917.0
2899,-20.85,62.74,1896.43,1562821917.0
2900,-20.59,61.35,1900.81,1562821918.0
2901,-20.42,60.44,1898.47,1562821919.0
2902,-21.58,64.16,1890.49,1562821925.0
2903,-21.4,63.12,1888.83,1562821925.0
2904,-20.98,60.78,1882.68,1562821926.0
2905,-20.89,60.33,1888.21,1562821927.0
2906,-20.8,59.87,1888.39,1562821927.0
2907,-20.71,59.4,1874.84,1562821927.0
2908,-20.61,58.91,1884.98,1562821927.0
2909,-20.15,56.73,1901.0,1562821928.0
2910,-21.96,63.52,1891.2,1562821933.0
2911,-20.86,57.76,1892.59,1562821936.0
2912,-22.62,64.51,1884.06,1562821941.0
2913,-22.52,63.95,1877.11,1562821941.0
2914,-22.08,61.47,1865.09,1562821942.0
2915,-22.0,61.01,1872.14,1562821942.0
2916,-21.33,57.63,1878.63,1562821944.0
2917,-22.99,63.84,1872.66,1562821949.0
2918,-22.01,58.54,1877.86,1562821951.0
2919,-21.8,57.51,1889.49,1562821952.0
2920,-21.68,56.94,1885.64,1562821952.0
2921,-21.55,56.34,1890.92,1562821952.0
2922,-23.02,61.24,1865.78,1562821958.0
2923,-22.48,58.42,1860.34,1562821959.0
2924,-22.38,57.91,1859.54,1562821959.0
2925,-23.93,63.63,1867.38,1562821965.0
2926,-22.73,57.25,1870.89,1562821968.0
2927,-24.6,64.72,1858.29,1562821972.0
2928,-24.4,63.52,1848.45,1562821973.0
2929,-24.31,62.98,1835.94,1562821973.0
2930,-24.22,62.46,1838.51,1562821973.0
2931,-23.31,57.65,1875.58,1562821975.0
2932,-23.2,57.12,1871.67,1562821976.0
2933,-24.34,60.42,1875.78,1562821982.0
2934,-24.08,59.02,1879.03,1562821983.0
2935,-25.9,63.78,1851.29,1562821997.0
2936,-25.45,61.13,1847.63,1562821998.0
2937,-25.28,60.18,1855.29,1562821998.0
2938,-25.92,61.02,1853.54,1562822006.0
2939,-29.78,57.97,1819.19,1562822079.0
2940,-30.8,58.2,1851.01,1562822094.0
2941,-57.93,-107.29,1778.91,1562823615.0
2942,-57.59,-105.72,1778.78,1562823615.0
2943,-57.64,-108.35,1783.48,1562823622.0
2944,-57.03,-107.88,1788.31,1562823631.0
2945,-56.87,-107.11,1784.88,1562823631.0
2946,-56.88,-109.67,1795.45,1562823638.0
2947,-56.42,-107.41,1784.35,1562823639.0
2948,-56.25,-106.64,1780.95,1562823639.0
2949,-56.57,-110.69,1783.07,1562823646.0
2950,-56.12,-110.94,1781.61,1562823654.0
2951,-55.83,-109.45,1788.25,1562823654.0
2952,-55.18,-106.46,1790.1,1562823655.0
2953,-54.57,-103.99,1747.55,1562823656.0
2954,-55.22,-108.99,1809.17,1562823663.0
2955,-55.07,-108.25,1778.6,1562823663.0
2956,-54.46,-110.22,1827.84,1562823678.0
2957,-53.83,-107.32,1801.05,1562823679.0
2958,-53.86,-109.76,1799.48,1562823687.0
2959,-53.1,-108.59,1787.8,1562823695.0
2960,-52.35,-109.8,1790.82,1562823711.0
2961,-52.03,-108.39,1794.14,1562823711.0
2962,-52.04,-110.73,1816.1,1562823719.0
2963,-51.57,-108.64,1770.02,1562823719.0
2964,-51.28,-109.59,1785.43,1562823727.0
2965,-51.12,-108.89,1781.1,1562823727.0
2966,-50.21,-109.38,1787.33,1562823743.0
2967,-49.92,-110.3,1791.87,1562823751.0
2968,-49.76,-109.62,1794.67,1562823751.0
2969,-49.89,-112.49,1805.07,1562823758.0
2970,-49.46,-110.53,1801.35,1562823759.0
2971,-48.96,-108.42,1782.54,1562823760.0
2972,-49.44,-112.7,1831.3,1562823766.0
2973,-48.85,-110.08,1805.02,1562823767.0
2974,-48.84,-112.26,1820.17,1562823775.0
2975,-48.55,-110.97,1833.12,1562823775.0
2976,-48.39,-110.3,1797.86,1562823775.0
2977,-48.05,-108.9,1804.76,1562823776.0
2978,-47.86,-108.14,1809.67,1562823776.0
2979,-48.24,-111.83,1813.98,1562823783.0
2980,-47.41,-108.38,1814.7,1562823784.0
2981,-47.48,-110.74,1816.83,1562823791.0
2982,-47.32,-110.07,1800.37,1562823791.0
2983,-46.86,-110.29,1817.82,1562823799.0
2984,-46.69,-109.59,1821.54,1562823800.0
2985,-46.72,-111.82,1800.91,1562823807.0
2986,-46.41,-110.5,1821.88,1562823807.0
2987,-45.95,-110.72,1802.11,1562823815.0
2988,-45.32,-110.25,1807.8,1562823824.0
2989,-44.94,-108.76,1814.94,1562823824.0
2990,-44.87,-110.46,1788.11,1562823832.0
2991,-44.68,-109.74,1811.61,1562823832.0
2992,-44.48,-108.98,1809.43,1562823832.0
2993,-44.41,-110.67,1766.85,1562823840.0
2994,-44.23,-109.96,1760.64,1562823840.0
2995,-44.03,-109.2,1808.27,1562823840.0
2996,-43.66,-111.74,1772.06,1562823855.0
2997,-43.5,-111.08,1766.93,1562823856.0
2998,-43.04,-111.28,1768.44,1562823864.0
2999,-42.29,-112.33,1776.61,1562823879.0
3000,-42.12,-111.67,1777.33,1562823880.0
3001,-41.95,-110.99,1779.03,1562823880.0
3002,-20.57,-123.77,1832.3,1562824269.0
3003,-20.57,-125.93,1827.23,1562824277.0
3004,-19.16,-124.1,1817.9,1562824293.0
3005,-18.94,-123.19,1819.63,1562824294.0
3006,-18.61,-121.86,1823.3,1562824295.0
3007,-18.47,-123.3,1820.8,1562824302.0
3008,-18.03,-121.52,1822.2,1562824303.0
3009,-17.39,-119.06,1831.97,1562824304.0
3010,-17.44,-121.18,1819.78,1562824311.0
3011,-17.2,-120.23,1858.19,1562824311.0
3012,-16.62,-121.87,1852.47,1562824327.0
3013,-16.51,-121.42,1845.02,1562824327.0
3014,-17.04,-125.59,1816.58,1562824333.0
3015,-16.15,-121.98,1856.68,1562824335.0
3016,-15.79,-120.59,1862.46,1562824335.0
3017,-15.32,-120.7,1869.18,1562824343.0
3018,-15.1,-121.76,1844.96,1562824351.0
3019,-14.72,-120.32,1850.63,1562824352.0
3020,-16.0,-127.53,1815.02,1562824356.0
3021,-15.75,-126.41,1827.1,1562824357.0
3022,-15.52,-125.42,1813.98,1562824357.0
3023,-14.51,-121.41,1835.83,1562824359.0
3024,-14.38,-120.93,1829.94,1562824359.0
3025,-14.25,-120.43,1844.56,1562824360.0
3026,-13.96,-119.33,1856.0,1562824360.0
3027,-15.53,-127.63,1834.79,1562824364.0
3028,-14.16,-121.99,1850.32,1562824367.0
3029,-14.04,-121.53,1845.23,1562824367.0
3030,-15.06,-127.73,1841.6,1562824372.0
3031,-13.69,-122.1,1835.98,1562824375.0
3032,-13.03,-119.57,1845.5,1562824376.0
3033,-14.59,-127.83,1835.21,1562824380.0
3034,-14.46,-127.25,1846.54,1562824381.0
3035,-13.22,-122.21,1851.0,1562824383.0
3036,-12.85,-120.78,1842.95,1562824384.0
3037,-12.56,-119.69,1839.31,1562824384.0
3038,-12.63,-121.87,1844.73,1562824391.0
3039,-12.51,-121.39,1851.66,1562824391.0
3040,-12.38,-120.89,1834.26,1562824392.0
3041,-12.09,-119.8,1845.83,1562824392.0
