"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Cook County, IL"	"17031"	"2021 "	"2021"	"Jan., 2021 "	"2021/01"	286	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"2021 "	"2021"	"Feb., 2021 "	"2021/02"	237	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"2021 "	"2021"	"Mar., 2021 "	"2021/03"	232	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"2021 "	"2021"	"Apr., 2021 "	"2021/04"	219	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"2021 "	"2021"	"May, 2021 "	"2021/05"	203	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	222	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	215	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"2021 "	"2021"	"Aug., 2021 "	"2021/08"	233	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	224	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	253	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	278	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cook County, IL"	"17031"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	264	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DuPage County, IL"	"17043"	"2021 "	"2021"	"Jan., 2021 "	"2021/01"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DuPage County, IL"	"17043"	"2021 "	"2021"	"Feb., 2021 "	"2021/02"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DuPage County, IL"	"17043"	"2021 "	"2021"	"Mar., 2021 "	"2021/03"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DuPage County, IL"	"17043"	"2021 "	"2021"	"Apr., 2021 "	"2021/04"	40	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DuPage County, IL"	"17043"	"2021 "	"2021"	"May, 2021 "	"2021/05"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DuPage County, IL"	"17043"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DuPage County, IL"	"17043"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DuPage County, IL"	"17043"	"2021 "	"2021"	"Aug., 2021 "	"2021/08"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DuPage County, IL"	"17043"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	38	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DuPage County, IL"	"17043"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	47	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DuPage County, IL"	"17043"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DuPage County, IL"	"17043"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	45	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, IL"	"17081"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kane County, IL"	"17089"	"2021 "	"2021"	"Jan., 2021 "	"2021/01"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kane County, IL"	"17089"	"2021 "	"2021"	"Feb., 2021 "	"2021/02"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kane County, IL"	"17089"	"2021 "	"2021"	"Mar., 2021 "	"2021/03"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kane County, IL"	"17089"	"2021 "	"2021"	"Apr., 2021 "	"2021/04"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kane County, IL"	"17089"	"2021 "	"2021"	"May, 2021 "	"2021/05"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kane County, IL"	"17089"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kane County, IL"	"17089"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kane County, IL"	"17089"	"2021 "	"2021"	"Aug., 2021 "	"2021/08"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kane County, IL"	"17089"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	32	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kane County, IL"	"17089"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kane County, IL"	"17089"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kane County, IL"	"17089"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kankakee County, IL"	"17091"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kankakee County, IL"	"17091"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kankakee County, IL"	"17091"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kankakee County, IL"	"17091"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kendall County, IL"	"17093"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lake County, IL"	"17097"	"2021 "	"2021"	"Jan., 2021 "	"2021/01"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lake County, IL"	"17097"	"2021 "	"2021"	"Feb., 2021 "	"2021/02"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lake County, IL"	"17097"	"2021 "	"2021"	"Mar., 2021 "	"2021/03"	38	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lake County, IL"	"17097"	"2021 "	"2021"	"Apr., 2021 "	"2021/04"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lake County, IL"	"17097"	"2021 "	"2021"	"May, 2021 "	"2021/05"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lake County, IL"	"17097"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lake County, IL"	"17097"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	32	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lake County, IL"	"17097"	"2021 "	"2021"	"Aug., 2021 "	"2021/08"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lake County, IL"	"17097"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lake County, IL"	"17097"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lake County, IL"	"17097"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	38	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lake County, IL"	"17097"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"LaSalle County, IL"	"17099"	"2021 "	"2021"	"Jan., 2021 "	"2021/01"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"LaSalle County, IL"	"17099"	"2021 "	"2021"	"May, 2021 "	"2021/05"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"LaSalle County, IL"	"17099"	"2021 "	"2021"	"Aug., 2021 "	"2021/08"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"LaSalle County, IL"	"17099"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"LaSalle County, IL"	"17099"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"LaSalle County, IL"	"17099"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McHenry County, IL"	"17111"	"2021 "	"2021"	"Jan., 2021 "	"2021/01"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McHenry County, IL"	"17111"	"2021 "	"2021"	"Mar., 2021 "	"2021/03"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McHenry County, IL"	"17111"	"2021 "	"2021"	"Apr., 2021 "	"2021/04"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McHenry County, IL"	"17111"	"2021 "	"2021"	"May, 2021 "	"2021/05"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McHenry County, IL"	"17111"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McHenry County, IL"	"17111"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McHenry County, IL"	"17111"	"2021 "	"2021"	"Aug., 2021 "	"2021/08"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McHenry County, IL"	"17111"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McHenry County, IL"	"17111"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McHenry County, IL"	"17111"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McHenry County, IL"	"17111"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McLean County, IL"	"17113"	"2021 "	"2021"	"Feb., 2021 "	"2021/02"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McLean County, IL"	"17113"	"2021 "	"2021"	"Mar., 2021 "	"2021/03"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McLean County, IL"	"17113"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McLean County, IL"	"17113"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Macon County, IL"	"17115"	"2021 "	"2021"	"Mar., 2021 "	"2021/03"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Macon County, IL"	"17115"	"2021 "	"2021"	"May, 2021 "	"2021/05"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Macon County, IL"	"17115"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Macon County, IL"	"17115"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Macon County, IL"	"17115"	"2021 "	"2021"	"Aug., 2021 "	"2021/08"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Macon County, IL"	"17115"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Macon County, IL"	"17115"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Macon County, IL"	"17115"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Macon County, IL"	"17115"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Macoupin County, IL"	"17117"	"2021 "	"2021"	"Jan., 2021 "	"2021/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, IL"	"17119"	"2021 "	"2021"	"Jan., 2021 "	"2021/01"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, IL"	"17119"	"2021 "	"2021"	"Feb., 2021 "	"2021/02"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, IL"	"17119"	"2021 "	"2021"	"Mar., 2021 "	"2021/03"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, IL"	"17119"	"2021 "	"2021"	"Apr., 2021 "	"2021/04"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, IL"	"17119"	"2021 "	"2021"	"May, 2021 "	"2021/05"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, IL"	"17119"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, IL"	"17119"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, IL"	"17119"	"2021 "	"2021"	"Aug., 2021 "	"2021/08"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, IL"	"17119"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, IL"	"17119"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, IL"	"17119"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, IL"	"17119"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Marion County, IL"	"17121"	"2021 "	"2021"	"Mar., 2021 "	"2021/03"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Marion County, IL"	"17121"	"2021 "	"2021"	"May, 2021 "	"2021/05"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ogle County, IL"	"17141"	"2021 "	"2021"	"Mar., 2021 "	"2021/03"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Peoria County, IL"	"17143"	"2021 "	"2021"	"Jan., 2021 "	"2021/01"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Peoria County, IL"	"17143"	"2021 "	"2021"	"Mar., 2021 "	"2021/03"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Peoria County, IL"	"17143"	"2021 "	"2021"	"May, 2021 "	"2021/05"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Peoria County, IL"	"17143"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Peoria County, IL"	"17143"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Peoria County, IL"	"17143"	"2021 "	"2021"	"Aug., 2021 "	"2021/08"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Peoria County, IL"	"17143"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Peoria County, IL"	"17143"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Peoria County, IL"	"17143"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Peoria County, IL"	"17143"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rock Island County, IL"	"17161"	"2021 "	"2021"	"Apr., 2021 "	"2021/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rock Island County, IL"	"17161"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rock Island County, IL"	"17161"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rock Island County, IL"	"17161"	"2021 "	"2021"	"Aug., 2021 "	"2021/08"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rock Island County, IL"	"17161"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rock Island County, IL"	"17161"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rock Island County, IL"	"17161"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rock Island County, IL"	"17161"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Clair County, IL"	"17163"	"2021 "	"2021"	"Jan., 2021 "	"2021/01"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Clair County, IL"	"17163"	"2021 "	"2021"	"Feb., 2021 "	"2021/02"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Clair County, IL"	"17163"	"2021 "	"2021"	"Mar., 2021 "	"2021/03"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Clair County, IL"	"17163"	"2021 "	"2021"	"Apr., 2021 "	"2021/04"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Clair County, IL"	"17163"	"2021 "	"2021"	"May, 2021 "	"2021/05"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Clair County, IL"	"17163"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Clair County, IL"	"17163"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Clair County, IL"	"17163"	"2021 "	"2021"	"Aug., 2021 "	"2021/08"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Clair County, IL"	"17163"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Clair County, IL"	"17163"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Clair County, IL"	"17163"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Clair County, IL"	"17163"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sangamon County, IL"	"17167"	"2021 "	"2021"	"Jan., 2021 "	"2021/01"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sangamon County, IL"	"17167"	"2021 "	"2021"	"Feb., 2021 "	"2021/02"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sangamon County, IL"	"17167"	"2021 "	"2021"	"Apr., 2021 "	"2021/04"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sangamon County, IL"	"17167"	"2021 "	"2021"	"May, 2021 "	"2021/05"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sangamon County, IL"	"17167"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sangamon County, IL"	"17167"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sangamon County, IL"	"17167"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sangamon County, IL"	"17167"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sangamon County, IL"	"17167"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sangamon County, IL"	"17167"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tazewell County, IL"	"17179"	"2021 "	"2021"	"Feb., 2021 "	"2021/02"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tazewell County, IL"	"17179"	"2021 "	"2021"	"Apr., 2021 "	"2021/04"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tazewell County, IL"	"17179"	"2021 "	"2021"	"May, 2021 "	"2021/05"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tazewell County, IL"	"17179"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tazewell County, IL"	"17179"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tazewell County, IL"	"17179"	"2021 "	"2021"	"Aug., 2021 "	"2021/08"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tazewell County, IL"	"17179"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tazewell County, IL"	"17179"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tazewell County, IL"	"17179"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tazewell County, IL"	"17179"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Vermilion County, IL"	"17183"	"2021 "	"2021"	"Jan., 2021 "	"2021/01"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Vermilion County, IL"	"17183"	"2021 "	"2021"	"Apr., 2021 "	"2021/04"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Vermilion County, IL"	"17183"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Vermilion County, IL"	"17183"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Vermilion County, IL"	"17183"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Vermilion County, IL"	"17183"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Vermilion County, IL"	"17183"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Whiteside County, IL"	"17195"	"2021 "	"2021"	"Aug., 2021 "	"2021/08"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Will County, IL"	"17197"	"2021 "	"2021"	"Jan., 2021 "	"2021/01"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Will County, IL"	"17197"	"2021 "	"2021"	"Feb., 2021 "	"2021/02"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Will County, IL"	"17197"	"2021 "	"2021"	"Mar., 2021 "	"2021/03"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Will County, IL"	"17197"	"2021 "	"2021"	"Apr., 2021 "	"2021/04"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Will County, IL"	"17197"	"2021 "	"2021"	"May, 2021 "	"2021/05"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Will County, IL"	"17197"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Will County, IL"	"17197"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Will County, IL"	"17197"	"2021 "	"2021"	"Aug., 2021 "	"2021/08"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Will County, IL"	"17197"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Will County, IL"	"17197"	"2021 "	"2021"	"Oct., 2021 "	"2021/10"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Will County, IL"	"17197"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Will County, IL"	"17197"	"2021 "	"2021"	"Dec., 2021 "	"2021/12"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Williamson County, IL"	"17199"	"2021 "	"2021"	"Apr., 2021 "	"2021/04"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Williamson County, IL"	"17199"	"2021 "	"2021"	"May, 2021 "	"2021/05"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Williamson County, IL"	"17199"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Williamson County, IL"	"17199"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Williamson County, IL"	"17199"	"2021 "	"2021"	"Sep., 2021 "	"2021/09"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Williamson County, IL"	"17199"	"2021 "	"2021"	"Nov., 2021 "	"2021/11"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Winnebago County, IL"	"17201"	"2021 "	"2021"	"Jan., 2021 "	"2021/01"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Winnebago County, IL"	"17201"	"2021 "	"2021"	"Feb., 2021 "	"2021/02"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Winnebago County, IL"	"17201"	"2021 "	"2021"	"Mar., 2021 "	"2021/03"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Winnebago County, IL"	"17201"	"2021 "	"2021"	"Apr., 2021 "	"2021/04"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Winnebago County, IL"	"17201"	"2021 "	"2021"	"May, 2021 "	"2021/05"	38	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Winnebago County, IL"	"17201"	"2021 "	"2021"	"Jun., 2021 "	"2021/06"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Winnebago County, IL"	"17201"	"2021 "	"2021"	"Jul., 2021 "	"2021/07"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
